downtime_id,machine_id,plant_location,start_time,end_time,duration_hours,reason,production_loss_mt,repair_cost_inr
DT001268,Machine-10,Ahmedabad Plant 1,2024-03-30 07:00:00,2024-03-30 13:51:59.952183,6.87,Operator Error,1.14,31416.7
DT001269,Machine-6,Ahmedabad Plant 2,2024-03-30 21:00:00,2024-03-30 22:18:16.465300,1.3,Power Failure,2.13,32960.76
DT001270,Machine-17,Ahmedabad Plant 1,2024-03-31 17:00:00,2024-03-31 19:28:45.768813,2.48,Raw Material Shortage,1.55,40203.79
DT001271,Machine-5,Ahmedabad Plant 1,2024-04-01 15:00:00,2024-04-01 17:24:56.826940,2.42,Power Failure,2.42,19237.36
DT001272,Machine-8,Rajkot Plant,2024-04-01 06:00:00,2024-04-01 12:47:48.257099,6.8,Scheduled Maintenance,0.58,16616.66
DT001273,Machine-19,Ahmedabad Plant 2,2024-04-01 12:00:00,2024-04-01 13:49:55.845851,1.83,Cleaning,2.73,24283.39
DT001274,Machine-6,Ahmedabad Plant 1,2024-04-02 20:00:00,2024-04-03 00:35:31.219801,4.59,Breakdown,1.11,10776.0
DT001275,Machine-1,Ahmedabad Plant 1,2024-04-02 03:00:00,2024-04-02 07:59:12.543103,4.99,Breakdown,1.21,46798.55
DT001276,Machine-5,Rajkot Plant,2024-04-03 02:00:00,2024-04-03 06:04:21.445237,4.07,Breakdown,0.85,6070.6
DT001277,Machine-16,Ahmedabad Plant 1,2024-04-03 07:00:00,2024-04-03 09:14:31.561975,2.24,Cleaning,1.3,14313.54
DT001278,Machine-2,Ahmedabad Plant 1,2024-04-04 19:00:00,2024-04-04 22:14:31.238866,3.24,Breakdown,2.7,7157.86
DT001279,Machine-6,Ahmedabad Plant 1,2024-04-04 01:00:00,2024-04-04 07:30:33.171674,6.51,Power Failure,1.56,45788.78
DT001280,Machine-6,Ahmedabad Plant 2,2024-04-04 20:00:00,2024-04-05 01:30:10.354753,5.5,Operator Error,0.91,48177.48
DT001281,Machine-13,Ahmedabad Plant 2,2024-04-05 03:00:00,2024-04-05 04:39:37.295788,1.66,Breakdown,1.34,49046.23
DT001282,Machine-3,Rajkot Plant,2024-04-06 08:00:00,2024-04-06 10:05:19.840072,2.09,Scheduled Maintenance,2.08,48987.94
DT001283,Machine-25,Rajkot Plant,2024-04-08 15:00:00,2024-04-08 20:40:00.826391,5.67,Cleaning,2.16,32969.56
DT001284,Machine-24,Ahmedabad Plant 2,2024-04-08 17:00:00,2024-04-08 21:39:57.321423,4.67,Cleaning,2.87,29469.06
DT001285,Machine-8,Ahmedabad Plant 2,2024-04-10 04:00:00,2024-04-10 09:28:28.981868,5.47,Operator Error,2.35,28746.96
DT001286,Machine-5,Rajkot Plant,2024-04-10 17:00:00,2024-04-11 00:09:28.456785,7.16,Operator Error,0.56,22787.07
DT001287,Machine-5,Rajkot Plant,2024-04-12 02:00:00,2024-04-12 07:07:28.999248,5.12,Power Failure,0.55,47160.39
DT001288,Machine-16,Ahmedabad Plant 1,2024-04-13 16:00:00,2024-04-13 22:41:52.260537,6.7,Scheduled Maintenance,1.05,19929.78
DT001289,Machine-20,Ahmedabad Plant 1,2024-04-14 12:00:00,2024-04-14 17:34:43.056342,5.58,Scheduled Maintenance,1.35,43554.2
DT001290,Machine-1,Ahmedabad Plant 1,2024-04-14 09:00:00,2024-04-14 11:21:48.822941,2.36,Raw Material Shortage,2.55,25907.02
DT001291,Machine-9,Rajkot Plant,2024-04-14 17:00:00,2024-04-14 20:54:01.072350,3.9,Cleaning,0.92,49251.71
DT001292,Machine-7,Ahmedabad Plant 1,2024-04-16 18:00:00,2024-04-16 21:05:10.436504,3.09,Raw Material Shortage,1.01,6459.88
DT001293,Machine-15,Ahmedabad Plant 2,2024-04-17 18:00:00,2024-04-17 22:12:04.790605,4.2,Power Failure,0.58,25491.24
DT001294,Machine-12,Ahmedabad Plant 1,2024-04-18 11:00:00,2024-04-18 18:16:11.396521,7.27,Cleaning,1.74,6948.98
DT001295,Machine-25,Rajkot Plant,2024-04-19 04:00:00,2024-04-19 06:28:58.001106,2.48,Power Failure,0.62,44691.58
DT001296,Machine-24,Ahmedabad Plant 1,2024-04-19 04:00:00,2024-04-19 06:18:02.919113,2.3,Power Failure,0.66,48404.12
DT001297,Machine-16,Ahmedabad Plant 2,2024-04-19 20:00:00,2024-04-20 00:09:12.771752,4.15,Breakdown,1.51,46718.56
DT001298,Machine-3,Ahmedabad Plant 1,2024-04-20 00:00:00,2024-04-20 04:28:52.620227,4.48,Breakdown,1.2,40638.67
DT001299,Machine-9,Ahmedabad Plant 2,2024-04-22 03:00:00,2024-04-22 05:32:18.152962,2.54,Cleaning,1.61,41142.7
DT001300,Machine-21,Rajkot Plant,2024-04-22 21:00:00,2024-04-23 04:29:08.886375,7.49,Operator Error,2.01,27716.49
DT001301,Machine-15,Ahmedabad Plant 2,2024-04-23 04:00:00,2024-04-23 05:04:16.674330,1.07,Operator Error,2.04,19696.84
DT001302,Machine-12,Ahmedabad Plant 2,2024-04-23 17:00:00,2024-04-23 21:21:31.460269,4.36,Scheduled Maintenance,2.36,33809.13
DT001303,Machine-25,Ahmedabad Plant 1,2024-04-26 14:00:00,2024-04-26 15:13:37.196015,1.23,Operator Error,1.49,13977.24
DT001304,Machine-25,Ahmedabad Plant 2,2024-04-27 17:00:00,2024-04-27 18:38:00.207710,1.63,Power Failure,1.05,46430.77
DT001305,Machine-4,Ahmedabad Plant 2,2024-04-27 10:00:00,2024-04-27 15:50:37.748161,5.84,Raw Material Shortage,2.77,27790.64
DT001306,Machine-17,Ahmedabad Plant 2,2024-04-27 17:00:00,2024-04-27 17:30:30.268713,0.51,Cleaning,0.59,11511.29
DT001307,Machine-4,Rajkot Plant,2024-04-29 21:00:00,2024-04-30 03:21:19.427165,6.36,Scheduled Maintenance,1.0,9571.84
DT001308,Machine-15,Ahmedabad Plant 1,2024-04-29 19:00:00,2024-04-30 01:57:26.810436,6.96,Scheduled Maintenance,1.07,27608.82
DT001309,Machine-3,Ahmedabad Plant 2,2024-04-30 20:00:00,2024-04-30 23:02:45.729691,3.05,Scheduled Maintenance,2.74,36713.78
DT001310,Machine-24,Ahmedabad Plant 2,2024-05-02 05:00:00,2024-05-02 08:54:15.789101,3.9,Breakdown,2.66,37702.92
DT001311,Machine-16,Ahmedabad Plant 2,2024-05-02 18:00:00,2024-05-03 00:33:59.661777,6.57,Scheduled Maintenance,2.94,14141.83
DT001312,Machine-16,Rajkot Plant,2024-05-02 05:00:00,2024-05-02 07:01:07.219148,2.02,Operator Error,1.89,28967.38
DT001313,Machine-6,Ahmedabad Plant 1,2024-05-03 05:00:00,2024-05-03 12:01:06.205586,7.02,Power Failure,0.89,24126.92
DT001314,Machine-6,Ahmedabad Plant 1,2024-05-04 07:00:00,2024-05-04 11:27:33.599057,4.46,Cleaning,1.66,8019.63
DT001315,Machine-19,Rajkot Plant,2024-05-05 01:00:00,2024-05-05 02:36:32.028726,1.61,Raw Material Shortage,0.88,31821.4
DT001316,Machine-18,Ahmedabad Plant 1,2024-05-08 12:00:00,2024-05-08 15:42:59.271201,3.72,Scheduled Maintenance,0.95,38149.38
DT001317,Machine-9,Ahmedabad Plant 1,2024-05-09 06:00:00,2024-05-09 12:31:20.087020,6.52,Breakdown,1.03,37524.39
DT001318,Machine-23,Ahmedabad Plant 1,2024-05-10 08:00:00,2024-05-10 08:58:37.599245,0.98,Raw Material Shortage,2.64,48322.63
DT001319,Machine-5,Ahmedabad Plant 1,2024-05-10 23:00:00,2024-05-11 00:40:08.459109,1.67,Breakdown,2.47,9378.5
DT001320,Machine-17,Ahmedabad Plant 1,2024-05-10 18:00:00,2024-05-11 01:42:33.789810,7.71,Raw Material Shortage,1.63,29087.49
DT001321,Machine-5,Rajkot Plant,2024-05-13 13:00:00,2024-05-13 19:13:45.196342,6.23,Power Failure,1.12,22948.75
DT001322,Machine-25,Rajkot Plant,2024-05-13 06:00:00,2024-05-13 07:01:30.315022,1.03,Raw Material Shortage,2.04,40969.91
DT001323,Machine-6,Ahmedabad Plant 2,2024-05-13 20:00:00,2024-05-14 02:53:19.700516,6.89,Breakdown,1.84,39461.25
DT001324,Machine-19,Ahmedabad Plant 1,2024-05-14 14:00:00,2024-05-14 15:37:27.473087,1.62,Power Failure,2.36,5204.26
DT001325,Machine-22,Rajkot Plant,2024-05-15 05:00:00,2024-05-15 06:57:40.823060,1.96,Scheduled Maintenance,2.09,19424.3
DT001326,Machine-11,Ahmedabad Plant 1,2024-05-15 15:00:00,2024-05-15 18:34:46.457271,3.58,Breakdown,2.57,30699.34
DT001327,Machine-16,Ahmedabad Plant 2,2024-05-15 14:00:00,2024-05-15 17:29:32.036922,3.49,Operator Error,1.66,43179.39
DT001328,Machine-10,Ahmedabad Plant 1,2024-05-16 03:00:00,2024-05-16 07:08:30.969910,4.14,Cleaning,2.69,16119.47
DT001329,Machine-11,Ahmedabad Plant 1,2024-05-16 12:00:00,2024-05-16 16:30:11.446126,4.5,Cleaning,1.42,31608.4
DT001330,Machine-7,Ahmedabad Plant 2,2024-05-16 18:00:00,2024-05-16 22:48:58.784687,4.82,Raw Material Shortage,1.93,28749.79
DT001331,Machine-7,Ahmedabad Plant 1,2024-05-17 01:00:00,2024-05-17 04:54:29.662719,3.91,Operator Error,2.78,17057.9
DT001332,Machine-10,Rajkot Plant,2024-05-17 17:00:00,2024-05-17 20:45:16.751143,3.75,Scheduled Maintenance,1.03,19951.44
DT001333,Machine-25,Ahmedabad Plant 2,2024-05-17 08:00:00,2024-05-17 10:22:02.530572,2.37,Raw Material Shortage,2.17,36842.58
DT001334,Machine-11,Rajkot Plant,2024-05-18 13:00:00,2024-05-18 15:34:31.869953,2.58,Cleaning,2.96,17790.16
DT001335,Machine-18,Rajkot Plant,2024-05-18 09:00:00,2024-05-18 15:42:46.625456,6.71,Breakdown,1.23,23593.68
DT001336,Machine-16,Rajkot Plant,2024-05-19 23:00:00,2024-05-20 04:29:07.402032,5.49,Breakdown,1.89,27779.09
DT001337,Machine-18,Rajkot Plant,2024-05-19 01:00:00,2024-05-19 07:27:23.917326,6.46,Cleaning,2.27,46137.51
DT001338,Machine-12,Ahmedabad Plant 2,2024-05-19 09:00:00,2024-05-19 11:13:52.871241,2.23,Scheduled Maintenance,0.54,49993.63
DT001339,Machine-4,Ahmedabad Plant 1,2024-05-20 22:00:00,2024-05-21 00:37:32.193909,2.63,Raw Material Shortage,0.61,16130.7
DT001340,Machine-19,Ahmedabad Plant 1,2024-05-21 15:00:00,2024-05-21 20:30:57.068282,5.52,Cleaning,1.97,14301.89
DT001341,Machine-18,Ahmedabad Plant 1,2024-05-21 17:00:00,2024-05-21 18:53:48.014177,1.9,Raw Material Shortage,1.61,5607.76
DT001342,Machine-4,Ahmedabad Plant 2,2024-05-22 21:00:00,2024-05-22 21:31:04.229270,0.52,Scheduled Maintenance,2.04,19637.85
DT001343,Machine-21,Ahmedabad Plant 1,2024-05-22 02:00:00,2024-05-22 02:40:45.720746,0.68,Raw Material Shortage,1.65,47100.04
DT001344,Machine-12,Ahmedabad Plant 1,2024-05-22 07:00:00,2024-05-22 09:24:42.706496,2.41,Scheduled Maintenance,1.13,26059.31
DT001345,Machine-14,Ahmedabad Plant 2,2024-05-24 20:00:00,2024-05-24 21:36:48.442170,1.61,Cleaning,2.09,42766.51
DT001346,Machine-6,Rajkot Plant,2024-05-24 05:00:00,2024-05-24 06:57:32.187757,1.96,Raw Material Shortage,2.15,44960.21
DT001347,Machine-1,Ahmedabad Plant 2,2024-05-25 17:00:00,2024-05-26 00:16:23.120096,7.27,Power Failure,1.88,11853.23
DT001348,Machine-25,Rajkot Plant,2024-05-26 11:00:00,2024-05-26 16:26:37.634049,5.44,Operator Error,2.34,38944.13
DT001349,Machine-6,Ahmedabad Plant 2,2024-05-27 16:00:00,2024-05-27 23:30:27.154076,7.51,Scheduled Maintenance,2.04,25975.05
DT001350,Machine-13,Rajkot Plant,2024-05-27 20:00:00,2024-05-28 00:16:08.875815,4.27,Breakdown,1.3,7576.97
DT001351,Machine-18,Ahmedabad Plant 2,2024-05-29 07:00:00,2024-05-29 12:52:51.581141,5.88,Scheduled Maintenance,0.55,7885.09
DT001352,Machine-7,Ahmedabad Plant 1,2024-05-30 13:00:00,2024-05-30 16:00:21.430346,3.01,Operator Error,2.83,26741.03
DT001353,Machine-19,Rajkot Plant,2024-05-30 08:00:00,2024-05-30 10:06:49.824355,2.11,Breakdown,2.74,30726.09
DT001354,Machine-4,Ahmedabad Plant 1,2024-05-30 09:00:00,2024-05-30 12:16:24.948788,3.27,Power Failure,2.29,24850.47
DT001355,Machine-2,Rajkot Plant,2024-05-31 15:00:00,2024-05-31 20:58:29.422851,5.97,Scheduled Maintenance,1.05,11758.21
DT001356,Machine-16,Ahmedabad Plant 2,2024-05-31 15:00:00,2024-05-31 18:57:25.302019,3.96,Cleaning,1.3,32231.88
DT001357,Machine-7,Ahmedabad Plant 1,2024-06-01 09:00:00,2024-06-01 15:24:57.404890,6.42,Raw Material Shortage,2.75,39223.75
DT001358,Machine-25,Rajkot Plant,2024-06-02 15:00:00,2024-06-02 18:03:47.231313,3.06,Cleaning,2.32,28844.88
DT001359,Machine-24,Rajkot Plant,2024-06-02 20:00:00,2024-06-03 03:17:44.176885,7.3,Cleaning,2.27,11760.68
DT001360,Machine-12,Ahmedabad Plant 1,2024-06-03 10:00:00,2024-06-03 11:05:08.579667,1.09,Scheduled Maintenance,1.86,21426.9
DT001361,Machine-12,Ahmedabad Plant 1,2024-06-03 18:00:00,2024-06-03 19:45:38.616784,1.76,Cleaning,2.49,21894.01
DT001362,Machine-4,Rajkot Plant,2024-06-04 13:00:00,2024-06-04 14:08:42.401403,1.15,Breakdown,1.16,35459.78
DT001363,Machine-1,Ahmedabad Plant 1,2024-06-04 17:00:00,2024-06-04 22:21:34.352296,5.36,Cleaning,1.16,20354.26
DT001364,Machine-14,Ahmedabad Plant 1,2024-06-04 11:00:00,2024-06-04 11:52:25.270168,0.87,Power Failure,2.88,19722.06
DT001365,Machine-23,Rajkot Plant,2024-06-05 08:00:00,2024-06-05 15:28:14.080712,7.47,Breakdown,2.53,20083.12
DT001366,Machine-5,Rajkot Plant,2024-06-05 17:00:00,2024-06-05 22:42:21.985738,5.71,Cleaning,1.68,48949.3
DT001367,Machine-5,Ahmedabad Plant 2,2024-06-05 16:00:00,2024-06-05 21:17:19.160002,5.29,Operator Error,1.8,33708.65
DT001368,Machine-12,Ahmedabad Plant 2,2024-06-06 17:00:00,2024-06-06 19:09:06.742114,2.15,Power Failure,1.27,37071.31
DT001369,Machine-11,Ahmedabad Plant 1,2024-06-06 11:00:00,2024-06-06 12:07:40.405989,1.13,Power Failure,1.26,32880.51
DT001370,Machine-25,Ahmedabad Plant 2,2024-06-06 03:00:00,2024-06-06 10:58:03.803125,7.97,Operator Error,2.81,42449.99
DT001371,Machine-20,Ahmedabad Plant 1,2024-06-07 20:00:00,2024-06-08 00:15:22.164655,4.26,Power Failure,2.51,30151.75
DT001372,Machine-2,Ahmedabad Plant 2,2024-06-07 16:00:00,2024-06-07 19:56:18.384185,3.94,Scheduled Maintenance,1.06,47791.86
DT001373,Machine-15,Rajkot Plant,2024-06-07 12:00:00,2024-06-07 16:59:11.449445,4.99,Operator Error,2.19,11348.5
DT001374,Machine-23,Ahmedabad Plant 2,2024-06-08 08:00:00,2024-06-08 11:43:52.977707,3.73,Operator Error,2.91,39095.13
DT001375,Machine-5,Ahmedabad Plant 1,2024-06-09 19:00:00,2024-06-10 02:07:15.984985,7.12,Scheduled Maintenance,1.49,7991.3
DT001376,Machine-11,Rajkot Plant,2024-06-10 00:00:00,2024-06-10 03:08:09.935615,3.14,Scheduled Maintenance,1.44,18550.54
DT001377,Machine-18,Rajkot Plant,2024-06-11 12:00:00,2024-06-11 16:27:01.053431,4.45,Power Failure,0.98,47195.21
DT001378,Machine-17,Rajkot Plant,2024-06-11 01:00:00,2024-06-11 08:18:23.151561,7.31,Operator Error,1.15,34316.8
DT001379,Machine-20,Ahmedabad Plant 2,2024-06-12 00:00:00,2024-06-12 04:15:30.767730,4.26,Breakdown,1.13,45369.46
DT001380,Machine-16,Ahmedabad Plant 2,2024-06-12 08:00:00,2024-06-12 10:13:58.724990,2.23,Raw Material Shortage,2.06,20091.02
DT001381,Machine-16,Rajkot Plant,2024-06-13 18:00:00,2024-06-14 00:41:44.911411,6.7,Breakdown,2.05,42466.69
DT001382,Machine-17,Ahmedabad Plant 2,2024-06-13 13:00:00,2024-06-13 16:06:28.227556,3.11,Breakdown,0.53,14974.5
DT001383,Machine-11,Rajkot Plant,2024-06-13 09:00:00,2024-06-13 15:36:29.210083,6.61,Breakdown,1.29,19384.89
DT001384,Machine-19,Ahmedabad Plant 1,2024-06-15 01:00:00,2024-06-15 04:52:20.318081,3.87,Cleaning,1.19,41319.48
DT001385,Machine-15,Ahmedabad Plant 1,2024-06-15 20:00:00,2024-06-15 22:54:46.208193,2.91,Power Failure,2.01,25296.16
DT001386,Machine-15,Ahmedabad Plant 1,2024-06-16 05:00:00,2024-06-16 07:39:18.636813,2.66,Breakdown,1.16,27585.23
DT001387,Machine-7,Rajkot Plant,2024-06-16 19:00:00,2024-06-16 21:04:52.822453,2.08,Power Failure,1.36,6772.05
DT001388,Machine-21,Rajkot Plant,2024-06-16 08:00:00,2024-06-16 14:25:38.177071,6.43,Cleaning,0.61,44252.27
DT001389,Machine-7,Ahmedabad Plant 1,2024-06-17 10:00:00,2024-06-17 10:51:19.314447,0.86,Raw Material Shortage,2.62,33987.36
DT001390,Machine-20,Ahmedabad Plant 2,2024-06-18 04:00:00,2024-06-18 08:17:40.644951,4.29,Raw Material Shortage,0.86,16555.16
DT001391,Machine-2,Ahmedabad Plant 2,2024-06-19 10:00:00,2024-06-19 15:40:33.677537,5.68,Breakdown,1.78,28145.57
DT001392,Machine-24,Ahmedabad Plant 2,2024-06-19 23:00:00,2024-06-20 00:29:57.319830,1.5,Cleaning,1.69,31562.25
DT001393,Machine-20,Ahmedabad Plant 1,2024-06-19 22:00:00,2024-06-19 23:25:02.273184,1.42,Breakdown,2.94,42352.26
DT001394,Machine-9,Rajkot Plant,2024-06-20 11:00:00,2024-06-20 13:52:51.556811,2.88,Scheduled Maintenance,1.91,30153.43
DT001395,Machine-4,Rajkot Plant,2024-06-20 08:00:00,2024-06-20 09:17:59.063091,1.3,Cleaning,1.6,14349.3
DT001396,Machine-17,Rajkot Plant,2024-06-21 11:00:00,2024-06-21 13:59:56.932444,3.0,Cleaning,2.86,29809.56
DT001397,Machine-6,Ahmedabad Plant 1,2024-06-21 12:00:00,2024-06-21 13:00:06.408485,1.0,Operator Error,2.18,49938.8
DT001398,Machine-13,Ahmedabad Plant 2,2024-06-23 19:00:00,2024-06-23 20:45:27.796814,1.76,Raw Material Shortage,2.21,42091.65
DT001399,Machine-9,Rajkot Plant,2024-06-24 07:00:00,2024-06-24 13:49:49.670693,6.83,Cleaning,2.27,45944.01
DT001400,Machine-21,Ahmedabad Plant 2,2024-06-24 03:00:00,2024-06-24 03:44:26.417056,0.74,Raw Material Shortage,0.66,11054.3
DT001401,Machine-16,Rajkot Plant,2024-06-25 02:00:00,2024-06-25 02:49:29.465656,0.82,Scheduled Maintenance,0.8,41762.78
DT001402,Machine-14,Ahmedabad Plant 2,2024-06-25 02:00:00,2024-06-25 09:13:24.350466,7.22,Power Failure,1.34,48073.29
DT001403,Machine-24,Ahmedabad Plant 2,2024-06-25 05:00:00,2024-06-25 08:38:17.914922,3.64,Breakdown,0.93,35658.58
DT001404,Machine-21,Rajkot Plant,2024-06-26 04:00:00,2024-06-26 07:39:08.519193,3.65,Scheduled Maintenance,0.55,48486.02
DT001405,Machine-8,Ahmedabad Plant 1,2024-06-26 02:00:00,2024-06-26 06:59:03.261652,4.98,Power Failure,2.03,49220.57
DT001406,Machine-13,Rajkot Plant,2024-06-27 23:00:00,2024-06-28 05:45:04.624608,6.75,Power Failure,1.41,6882.23
DT001407,Machine-12,Rajkot Plant,2024-06-28 09:00:00,2024-06-28 11:10:04.280618,2.17,Power Failure,1.38,48211.41
DT001408,Machine-12,Ahmedabad Plant 1,2024-06-28 08:00:00,2024-06-28 15:09:54.087037,7.17,Scheduled Maintenance,0.55,49425.24
DT001409,Machine-1,Ahmedabad Plant 1,2024-06-28 09:00:00,2024-06-28 11:25:42.230400,2.43,Raw Material Shortage,2.44,10246.83
DT001410,Machine-14,Ahmedabad Plant 2,2024-06-29 22:00:00,2024-06-30 00:09:08.564799,2.15,Power Failure,1.76,36662.54
DT001411,Machine-2,Ahmedabad Plant 1,2024-06-29 04:00:00,2024-06-29 07:05:25.767812,3.09,Breakdown,2.68,47308.76
DT001412,Machine-19,Rajkot Plant,2024-06-29 09:00:00,2024-06-29 10:25:09.256191,1.42,Cleaning,2.3,10935.96
DT001413,Machine-3,Ahmedabad Plant 1,2024-06-30 21:00:00,2024-07-01 00:03:20.667646,3.06,Power Failure,2.55,20135.88
DT001414,Machine-20,Rajkot Plant,2024-06-30 04:00:00,2024-06-30 11:18:19.730931,7.31,Breakdown,1.53,18940.84
DT001415,Machine-10,Ahmedabad Plant 1,2024-07-01 09:00:00,2024-07-01 16:55:06.334083,7.92,Operator Error,1.6,38343.02
DT001416,Machine-9,Ahmedabad Plant 1,2024-07-01 20:00:00,2024-07-02 00:59:45.228054,5.0,Scheduled Maintenance,1.01,27514.07
DT001417,Machine-18,Ahmedabad Plant 2,2024-07-01 23:00:00,2024-07-02 00:04:50.305581,1.08,Raw Material Shortage,2.27,28352.37
DT001418,Machine-1,Rajkot Plant,2024-07-02 09:00:00,2024-07-02 10:25:04.148131,1.42,Breakdown,2.42,41205.28
DT001419,Machine-22,Rajkot Plant,2024-07-04 22:00:00,2024-07-05 04:00:13.401385,6.0,Power Failure,1.32,37542.57
DT001420,Machine-12,Rajkot Plant,2024-07-04 13:00:00,2024-07-04 17:49:58.144034,4.83,Cleaning,1.86,34193.43
DT001421,Machine-15,Ahmedabad Plant 2,2024-07-05 16:00:00,2024-07-05 21:13:32.396460,5.23,Cleaning,2.5,49369.31
DT001422,Machine-15,Ahmedabad Plant 2,2024-07-05 23:00:00,2024-07-06 04:56:49.490710,5.95,Operator Error,1.6,25775.06
DT001423,Machine-3,Rajkot Plant,2024-07-05 10:00:00,2024-07-05 10:43:10.547681,0.72,Breakdown,0.9,15267.61
DT001424,Machine-18,Ahmedabad Plant 2,2024-07-06 18:00:00,2024-07-07 01:55:38.793380,7.93,Breakdown,2.41,11369.53
DT001425,Machine-7,Ahmedabad Plant 1,2024-07-07 14:00:00,2024-07-07 18:14:16.043098,4.24,Scheduled Maintenance,1.03,18392.62
DT001426,Machine-18,Ahmedabad Plant 1,2024-07-08 19:00:00,2024-07-09 00:02:03.648124,5.03,Cleaning,2.0,44231.25
DT001427,Machine-1,Rajkot Plant,2024-07-09 16:00:00,2024-07-09 17:44:03.670388,1.73,Power Failure,1.74,31947.45
DT001428,Machine-20,Ahmedabad Plant 1,2024-07-11 19:00:00,2024-07-12 02:28:42.677147,7.48,Raw Material Shortage,1.79,20329.79
DT001429,Machine-24,Rajkot Plant,2024-07-11 13:00:00,2024-07-11 15:41:27.745011,2.69,Raw Material Shortage,1.04,48306.55
DT001430,Machine-17,Ahmedabad Plant 2,2024-07-11 00:00:00,2024-07-11 05:01:19.334634,5.02,Breakdown,1.26,38530.1
DT001431,Machine-12,Ahmedabad Plant 2,2024-07-12 18:00:00,2024-07-12 20:40:10.422638,2.67,Cleaning,1.76,6168.93
DT001432,Machine-18,Ahmedabad Plant 2,2024-07-13 10:00:00,2024-07-13 16:50:57.398551,6.85,Operator Error,2.89,43958.99
DT001433,Machine-4,Rajkot Plant,2024-07-13 07:00:00,2024-07-13 08:47:00.070488,1.78,Raw Material Shortage,2.56,20615.32
DT001434,Machine-10,Ahmedabad Plant 1,2024-07-13 22:00:00,2024-07-14 05:31:19.605547,7.52,Raw Material Shortage,1.25,9023.04
DT001435,Machine-4,Ahmedabad Plant 2,2024-07-14 15:00:00,2024-07-14 21:53:48.852938,6.9,Scheduled Maintenance,0.79,29364.58
DT001436,Machine-5,Ahmedabad Plant 1,2024-07-15 05:00:00,2024-07-15 08:19:10.593184,3.32,Operator Error,2.39,38700.48
DT001437,Machine-1,Ahmedabad Plant 2,2024-07-15 07:00:00,2024-07-15 13:19:15.712596,6.32,Operator Error,0.66,43626.89
DT001438,Machine-15,Rajkot Plant,2024-07-15 13:00:00,2024-07-15 16:59:50.903488,4.0,Breakdown,1.05,18450.31
DT001439,Machine-16,Rajkot Plant,2024-07-16 06:00:00,2024-07-16 13:16:14.042447,7.27,Operator Error,0.51,41077.49
DT001440,Machine-17,Rajkot Plant,2024-07-16 07:00:00,2024-07-16 14:25:46.098677,7.43,Scheduled Maintenance,1.13,41990.11
DT001441,Machine-23,Ahmedabad Plant 2,2024-07-17 18:00:00,2024-07-17 19:42:29.428321,1.71,Breakdown,0.54,32205.84
DT001442,Machine-21,Ahmedabad Plant 2,2024-07-17 07:00:00,2024-07-17 12:20:47.474960,5.35,Cleaning,0.88,28061.04
DT001443,Machine-13,Ahmedabad Plant 2,2024-07-19 02:00:00,2024-07-19 05:23:28.274725,3.39,Cleaning,0.69,27848.4
DT001444,Machine-21,Ahmedabad Plant 2,2024-07-20 13:00:00,2024-07-20 17:53:18.687727,4.89,Scheduled Maintenance,1.04,38290.08
DT001445,Machine-8,Ahmedabad Plant 2,2024-07-20 19:00:00,2024-07-20 20:02:40.239008,1.04,Cleaning,1.88,18652.56
DT001446,Machine-20,Rajkot Plant,2024-07-20 04:00:00,2024-07-20 07:46:13.973013,3.77,Raw Material Shortage,2.73,35147.94
DT001447,Machine-18,Ahmedabad Plant 1,2024-07-21 09:00:00,2024-07-21 10:36:59.721963,1.62,Operator Error,2.72,21777.51
DT001448,Machine-19,Ahmedabad Plant 2,2024-07-22 05:00:00,2024-07-22 08:03:34.682211,3.06,Breakdown,1.75,14238.23
DT001449,Machine-23,Ahmedabad Plant 2,2024-07-23 05:00:00,2024-07-23 12:21:24.371605,7.36,Scheduled Maintenance,1.67,22722.02
DT001450,Machine-7,Rajkot Plant,2024-07-25 04:00:00,2024-07-25 05:46:56.129326,1.78,Power Failure,2.51,47877.6
DT001451,Machine-16,Rajkot Plant,2024-07-25 23:00:00,2024-07-26 06:01:19.000578,7.02,Scheduled Maintenance,0.9,38822.7
DT001452,Machine-4,Rajkot Plant,2024-07-26 17:00:00,2024-07-26 19:01:52.423840,2.03,Scheduled Maintenance,0.6,26801.23
DT001453,Machine-2,Ahmedabad Plant 2,2024-07-26 05:00:00,2024-07-26 10:31:40.276568,5.53,Cleaning,0.81,32248.35
DT001454,Machine-11,Rajkot Plant,2024-07-27 00:00:00,2024-07-27 06:49:38.428503,6.83,Breakdown,1.02,24250.52
DT001455,Machine-22,Rajkot Plant,2024-07-27 15:00:00,2024-07-27 19:14:27.619636,4.24,Operator Error,2.58,39711.95
DT001456,Machine-9,Ahmedabad Plant 1,2024-07-29 00:00:00,2024-07-29 06:16:11.846245,6.27,Cleaning,2.2,32800.51
DT001457,Machine-22,Ahmedabad Plant 2,2024-07-29 17:00:00,2024-07-29 21:18:59.963155,4.32,Cleaning,1.42,28095.24
DT001458,Machine-8,Rajkot Plant,2024-07-31 12:00:00,2024-07-31 18:54:10.433237,6.9,Scheduled Maintenance,1.93,49352.26
DT001459,Machine-1,Ahmedabad Plant 1,2024-07-31 09:00:00,2024-07-31 10:34:08.396023,1.57,Power Failure,1.6,14012.62
DT001460,Machine-6,Ahmedabad Plant 2,2024-08-01 11:00:00,2024-08-01 14:14:17.697515,3.24,Breakdown,2.47,42114.85
