shipment_id,order_id,destination_country,shipping_method,departure_date,arrival_date,transit_days,customs_cleared,shipping_cost_inr,container_number
SHIP0002775,ORD00003017,Malaysia,Sea Freight,2024-01-20,2024-01-26,6,Pending,250650.54,CONT211135
SHIP0002776,ORD00003018,Malaysia,Air Cargo,2022-07-25,2022-07-31,6,Yes,222996.56,CONT251610
SHIP0002777,ORD00003019,Malaysia,Air Cargo,2022-04-29,2022-05-05,6,Yes,234638.92,CONT159318
SHIP0002778,ORD00003020,Malaysia,Road Transport,2024-12-29,2025-01-07,9,Yes,197629.38,CONT554466
SHIP0002779,ORD00003021,Malaysia,Sea Freight,2022-05-08,2022-05-20,12,Yes,70341.68,CONT153841
SHIP0002780,ORD00003022,Nepal,Air Cargo,2023-08-14,2023-09-06,23,Yes,270007.2,CONT434081
SHIP0002781,ORD00003023,Nepal,Sea Freight,2024-11-10,2024-12-01,21,Yes,224536.58,CONT927746
SHIP0002782,ORD00003024,Nepal,Sea Freight,2022-02-06,2022-03-01,23,Yes,247472.41,CONT897880
SHIP0002783,ORD00003025,Nepal,Sea Freight,2023-12-09,2023-12-19,10,Yes,285232.17,CONT146574
SHIP0002784,ORD00003026,Nepal,Sea Freight,2022-06-15,2022-07-07,22,Yes,292033.47,CONT307937
SHIP0002785,ORD00003027,Nepal,Road Transport,2023-07-08,2023-07-24,16,Yes,290872.43,CONT404272
SHIP0002786,ORD00003028,Nepal,Road Transport,2024-07-17,2024-08-04,18,Yes,117396.86,CONT700068
SHIP0002787,ORD00003029,Nepal,Road Transport,2023-11-12,2023-11-28,16,Yes,262905.61,CONT654956
SHIP0002788,ORD00003030,Nepal,Air Cargo,2022-01-09,2022-02-01,23,Yes,289665.98,CONT715079
SHIP0002789,ORD00003031,Nepal,Air Cargo,2024-07-30,2024-08-20,21,Yes,226579.84,CONT843597
SHIP0002790,ORD00003032,Nepal,Sea Freight,2023-02-23,2023-03-14,19,Yes,228980.61,CONT984453
SHIP0002791,ORD00003033,Nepal,Air Cargo,2022-01-15,2022-01-26,11,Yes,271049.75,CONT484954
SHIP0002792,ORD00003034,Nepal,Road Transport,2024-12-20,2025-01-04,15,Pending,121887.09,CONT869335
SHIP0002793,ORD00003035,Nepal,Air Cargo,2024-04-05,2024-04-19,14,Yes,97966.37,CONT668075
SHIP0002794,ORD00003036,Nepal,Sea Freight,2024-10-24,2024-11-03,10,Yes,159240.19,CONT370654
SHIP0002795,ORD00003037,Nepal,Sea Freight,2024-06-07,2024-06-26,19,Yes,287469.69,CONT593765
SHIP0002796,ORD00003038,Nepal,Road Transport,2022-12-05,2022-12-25,20,Yes,65117.0,CONT371222
SHIP0002797,ORD00003039,Nepal,Air Cargo,2024-10-13,2024-10-31,18,Yes,160627.83,CONT806187
SHIP0002798,ORD00003040,Nepal,Sea Freight,2022-09-29,2022-10-12,13,Yes,222699.66,CONT127768
SHIP0002799,ORD00003041,UAE,Air Cargo,2022-11-24,2022-12-01,7,Pending,212818.12,CONT727202
SHIP0002800,ORD00003042,UAE,Road Transport,2024-04-30,2024-05-03,3,Yes,252475.03,CONT513553
SHIP0002801,ORD00003043,UAE,Road Transport,2022-02-22,2022-03-02,8,Yes,117401.49,CONT420820
SHIP0002802,ORD00003044,UAE,Sea Freight,2022-07-10,2022-07-18,8,Pending,108488.29,CONT571784
SHIP0002803,ORD00003045,UAE,Sea Freight,2023-04-19,2023-04-27,8,Yes,256861.12,CONT417674
SHIP0002804,ORD00003046,UAE,Air Cargo,2024-02-10,2024-02-15,5,Pending,256428.33,CONT339383
SHIP0002805,ORD00003047,UAE,Air Cargo,2023-09-07,2023-09-12,5,Yes,112206.99,CONT778066
SHIP0002806,ORD00003048,UAE,Road Transport,2022-01-23,2022-01-28,5,Yes,160067.59,CONT983289
SHIP0002807,ORD00003049,UAE,Road Transport,2023-11-06,2023-11-12,6,Yes,162918.28,CONT110225
SHIP0002808,ORD00003050,UAE,Sea Freight,2024-08-09,2024-08-14,5,Yes,178317.57,CONT497611
SHIP0002809,ORD00003051,UAE,Air Cargo,2022-01-21,2022-01-27,6,Yes,259104.79,CONT356642
SHIP0002810,ORD00003052,UAE,Sea Freight,2023-11-27,2023-12-03,6,Yes,200846.7,CONT595344
SHIP0002811,ORD00003053,UAE,Air Cargo,2022-02-16,2022-02-20,4,Yes,179552.83,CONT954407
SHIP0002812,ORD00003054,UAE,Air Cargo,2024-11-01,2024-11-05,4,Yes,122371.23,CONT472513
SHIP0002813,ORD00003055,UAE,Sea Freight,2022-05-27,2022-06-02,6,Pending,60101.59,CONT484352
SHIP0002814,ORD00003056,UAE,Road Transport,2023-05-29,2023-06-05,7,Yes,279527.95,CONT558717
SHIP0002815,ORD00003057,UAE,Road Transport,2024-08-21,2024-08-26,5,Yes,229051.81,CONT881147
SHIP0002816,ORD00003058,UAE,Road Transport,2023-08-10,2023-08-13,3,Yes,68601.07,CONT826197
SHIP0002817,ORD00003059,UAE,Air Cargo,2024-05-15,2024-05-20,5,Yes,124386.38,CONT857891
SHIP0002818,ORD00003060,Bangladesh,Sea Freight,2023-06-05,2023-06-16,11,Pending,211760.03,CONT736243
SHIP0002819,ORD00003061,Bangladesh,Sea Freight,2024-05-05,2024-05-11,6,Yes,102280.14,CONT536675
SHIP0002820,ORD00003062,Bangladesh,Sea Freight,2021-12-29,2022-01-07,9,Yes,76271.63,CONT467340
SHIP0002821,ORD00003063,Bangladesh,Sea Freight,2024-05-20,2024-05-25,5,Yes,187580.12,CONT486037
SHIP0002822,ORD00003064,Bangladesh,Road Transport,2023-03-06,2023-03-14,8,Yes,132260.63,CONT956023
SHIP0002823,ORD00003065,Bangladesh,Road Transport,2023-12-02,2023-12-10,8,Yes,256934.98,CONT202126
SHIP0002824,ORD00003066,Bangladesh,Road Transport,2023-10-24,2023-11-05,12,Yes,287678.63,CONT979957
SHIP0002825,ORD00003067,Bangladesh,Sea Freight,2022-08-14,2022-08-20,6,Yes,196915.45,CONT454242
SHIP0002826,ORD00003068,Bangladesh,Road Transport,2022-09-14,2022-09-19,5,Yes,228223.96,CONT670136
SHIP0002827,ORD00003069,Bangladesh,Air Cargo,2024-08-08,2024-08-20,12,No,295857.2,CONT462871
SHIP0002828,ORD00003070,Bangladesh,Air Cargo,2023-04-21,2023-05-02,11,Yes,106488.25,CONT521985
SHIP0002829,ORD00003071,Bangladesh,Sea Freight,2024-04-19,2024-04-25,6,Yes,276215.66,CONT185680
SHIP0002830,ORD00003072,Bangladesh,Sea Freight,2022-03-25,2022-04-01,7,Yes,189835.29,CONT863757
SHIP0002831,ORD00003073,Bangladesh,Sea Freight,2024-04-25,2024-05-03,8,Yes,96910.03,CONT513120
SHIP0002832,ORD00003074,Bangladesh,Air Cargo,2024-09-19,2024-10-01,12,Pending,122292.16,CONT837115
SHIP0002833,ORD00003075,Bangladesh,Sea Freight,2022-08-24,2022-09-05,12,Yes,222020.38,CONT145128
SHIP0002834,ORD00003076,Bangladesh,Air Cargo,2024-03-14,2024-03-23,9,Yes,280493.53,CONT204846
SHIP0002835,ORD00003077,Bangladesh,Air Cargo,2024-07-29,2024-08-04,6,Yes,79742.68,CONT613732
SHIP0002836,ORD00003078,Bangladesh,Sea Freight,2022-12-14,2022-12-24,10,No,209813.7,CONT703740
SHIP0002837,ORD00003079,Kenya,Air Cargo,2022-03-26,2022-04-10,15,Yes,144221.96,CONT595469
SHIP0002838,ORD00003080,Kenya,Air Cargo,2023-12-28,2024-01-18,21,Yes,130424.08,CONT216659
SHIP0002839,ORD00003081,Kenya,Road Transport,2022-02-28,2022-03-12,12,Pending,95010.72,CONT955417
SHIP0002840,ORD00003082,Kenya,Sea Freight,2024-02-18,2024-03-11,22,No,272039.86,CONT554506
SHIP0002841,ORD00003083,Kenya,Sea Freight,2024-06-25,2024-07-06,11,Yes,141063.85,CONT108554
SHIP0002842,ORD00003084,Kenya,Sea Freight,2024-11-08,2024-11-18,10,Yes,160821.65,CONT869338
SHIP0002843,ORD00003085,Kenya,Sea Freight,2023-12-31,2024-01-11,11,Yes,101844.73,CONT134651
SHIP0002844,ORD00003086,Kenya,Road Transport,2023-07-20,2023-08-14,25,Yes,201960.87,CONT146454
SHIP0002845,ORD00003087,Kenya,Sea Freight,2023-10-16,2023-10-31,15,Yes,160049.7,CONT679633
SHIP0002846,ORD00003088,Kenya,Air Cargo,2024-03-13,2024-03-27,14,Yes,98250.52,CONT104368
SHIP0002847,ORD00003089,Kenya,Road Transport,2024-06-09,2024-07-03,24,Yes,127620.46,CONT169605
SHIP0002848,ORD00003090,Kenya,Sea Freight,2023-09-26,2023-10-21,25,Yes,147791.75,CONT779299
SHIP0002849,ORD00003091,Kenya,Air Cargo,2022-07-06,2022-07-28,22,Yes,69244.89,CONT377331
SHIP0002850,ORD00003092,Kenya,Road Transport,2024-02-23,2024-03-05,11,Pending,62965.27,CONT361188
SHIP0002851,ORD00003093,Kenya,Sea Freight,2022-09-21,2022-10-11,20,Yes,298121.57,CONT353977
SHIP0002852,ORD00003094,Kenya,Air Cargo,2022-03-13,2022-03-29,16,Yes,281928.24,CONT897725
SHIP0002853,ORD00003095,Kenya,Road Transport,2023-07-11,2023-07-23,12,Yes,198288.93,CONT518005
SHIP0002854,ORD00003096,Kenya,Air Cargo,2023-03-27,2023-04-10,14,Yes,111193.47,CONT775529
SHIP0002855,ORD00003097,Singapore,Road Transport,2024-08-21,2024-08-30,9,Yes,108103.2,CONT211394
SHIP0002856,ORD00003098,Singapore,Sea Freight,2024-12-05,2024-12-14,9,Yes,160131.2,CONT495158
SHIP0002857,ORD00003099,Singapore,Sea Freight,2023-01-08,2023-01-19,11,Pending,146538.9,CONT518507
SHIP0002858,ORD00003100,Singapore,Road Transport,2022-02-01,2022-02-11,10,Yes,233257.42,CONT528854
SHIP0002859,ORD00003101,Singapore,Road Transport,2022-12-06,2022-12-18,12,Yes,151777.33,CONT544069
SHIP0002860,ORD00003102,Singapore,Road Transport,2024-05-17,2024-05-29,12,Yes,288843.49,CONT439817
SHIP0002861,ORD00003103,South Africa,Road Transport,2022-10-15,2022-11-08,24,Yes,113227.5,CONT440581
SHIP0002862,ORD00003104,South Africa,Road Transport,2023-10-24,2023-11-05,12,No,56661.04,CONT462657
SHIP0002863,ORD00003105,South Africa,Air Cargo,2024-04-13,2024-05-05,22,Yes,200826.43,CONT792375
SHIP0002864,ORD00003106,South Africa,Air Cargo,2024-05-17,2024-06-01,15,Yes,296983.38,CONT701319
SHIP0002865,ORD00003107,South Africa,Road Transport,2023-06-20,2023-07-10,20,Yes,262853.63,CONT175233
SHIP0002866,ORD00003108,South Africa,Road Transport,2024-06-13,2024-07-07,24,Yes,51303.35,CONT111620
SHIP0002867,ORD00003109,South Africa,Sea Freight,2023-05-25,2023-06-09,15,Yes,193801.26,CONT476962
SHIP0002868,ORD00003110,South Africa,Sea Freight,2024-07-23,2024-08-13,21,Pending,163448.07,CONT142423
SHIP0002869,ORD00003111,South Africa,Air Cargo,2022-06-05,2022-06-26,21,Pending,242091.5,CONT593165
SHIP0002870,ORD00003112,South Africa,Air Cargo,2022-04-11,2022-04-22,11,Yes,113180.21,CONT587941
SHIP0002871,ORD00003113,South Africa,Road Transport,2022-10-09,2022-10-23,14,Yes,110935.97,CONT532594
SHIP0002872,ORD00003114,South Africa,Road Transport,2023-07-17,2023-08-05,19,Pending,129176.93,CONT718650
SHIP0002873,ORD00003115,South Africa,Air Cargo,2024-08-01,2024-08-14,13,Yes,111540.65,CONT112614
SHIP0002874,ORD00003116,South Africa,Air Cargo,2024-02-27,2024-03-09,11,Yes,55484.45,CONT414447
SHIP0002875,ORD00003117,South Africa,Sea Freight,2023-03-15,2023-04-04,20,Yes,207047.73,CONT771263
SHIP0002876,ORD00003118,South Africa,Air Cargo,2023-07-02,2023-07-19,17,Yes,203188.19,CONT899629
SHIP0002877,ORD00003119,UK,Air Cargo,2022-02-18,2022-03-07,17,Yes,262946.01,CONT756098
SHIP0002878,ORD00003120,UK,Sea Freight,2022-12-12,2023-01-03,22,Yes,224436.72,CONT438369
SHIP0002879,ORD00003121,UK,Air Cargo,2024-09-12,2024-10-01,19,Yes,210217.08,CONT617151
SHIP0002880,ORD00003122,UK,Sea Freight,2024-05-19,2024-05-31,12,Yes,108023.38,CONT102264
SHIP0002881,ORD00003123,UK,Air Cargo,2023-06-20,2023-07-03,13,Yes,235032.65,CONT655684
SHIP0002882,ORD00003124,UK,Air Cargo,2024-02-27,2024-03-09,11,Yes,263844.58,CONT901518
SHIP0002883,ORD00003133,Kuwait,Air Cargo,2022-03-02,2022-03-07,5,No,160976.81,CONT781409
SHIP0002884,ORD00003134,Kuwait,Air Cargo,2024-10-16,2024-10-24,8,No,185126.27,CONT873450
SHIP0002885,ORD00003135,Kuwait,Road Transport,2024-11-09,2024-11-13,4,Pending,246084.16,CONT718067
SHIP0002886,ORD00003136,Kuwait,Sea Freight,2022-07-05,2022-07-12,7,Yes,166405.31,CONT861091
SHIP0002887,ORD00003137,Kuwait,Road Transport,2022-08-30,2022-09-03,4,Yes,216628.52,CONT724469
SHIP0002888,ORD00003138,Kuwait,Sea Freight,2022-09-09,2022-09-17,8,Yes,103706.1,CONT944859
SHIP0002889,ORD00003139,Kuwait,Air Cargo,2022-12-24,2022-12-27,3,Yes,196063.19,CONT363622
SHIP0002890,ORD00003140,Kuwait,Road Transport,2023-11-21,2023-11-24,3,Yes,59294.43,CONT967012
SHIP0002891,ORD00003141,Singapore,Road Transport,2022-11-09,2022-11-19,10,Yes,102242.94,CONT460483
SHIP0002892,ORD00003142,Singapore,Air Cargo,2023-05-27,2023-06-04,8,Yes,280218.24,CONT276621
SHIP0002893,ORD00003143,Singapore,Sea Freight,2022-11-15,2022-11-26,11,Yes,198804.42,CONT872017
SHIP0002894,ORD00003144,Singapore,Road Transport,2024-04-12,2024-04-23,11,Yes,163877.08,CONT539477
SHIP0002895,ORD00003145,Singapore,Sea Freight,2023-07-01,2023-07-09,8,Pending,180493.09,CONT837833
SHIP0002896,ORD00003146,Singapore,Road Transport,2024-09-26,2024-10-06,10,Yes,50007.34,CONT380646
SHIP0002897,ORD00003147,Singapore,Air Cargo,2022-12-25,2023-01-05,11,Yes,164899.86,CONT844600
SHIP0002898,ORD00003148,Singapore,Sea Freight,2022-08-20,2022-09-01,12,Yes,85995.62,CONT708552
SHIP0002899,ORD00003149,Singapore,Sea Freight,2022-10-24,2022-10-29,5,Yes,264533.25,CONT366451
SHIP0002900,ORD00003150,Singapore,Air Cargo,2022-11-21,2022-11-29,8,Yes,153381.06,CONT989531
SHIP0002901,ORD00003151,Singapore,Road Transport,2023-10-21,2023-11-01,11,Yes,108002.22,CONT553951
SHIP0002902,ORD00003152,Singapore,Air Cargo,2022-07-03,2022-07-14,11,Yes,177962.33,CONT662492
SHIP0002903,ORD00003153,Singapore,Sea Freight,2022-07-01,2022-07-13,12,Yes,141429.49,CONT458100
SHIP0002904,ORD00003154,Singapore,Road Transport,2022-12-08,2022-12-15,7,Yes,165011.1,CONT349825
SHIP0002905,ORD00003155,Singapore,Air Cargo,2024-07-23,2024-07-29,6,No,231437.75,CONT427535
SHIP0002906,ORD00003156,Singapore,Air Cargo,2023-10-13,2023-10-24,11,Yes,177307.25,CONT525232
SHIP0002907,ORD00003157,Singapore,Sea Freight,2023-02-26,2023-03-07,9,No,278738.49,CONT262835
SHIP0002908,ORD00003158,Singapore,Air Cargo,2024-11-13,2024-11-23,10,Yes,114206.44,CONT507957
SHIP0002909,ORD00003159,Singapore,Road Transport,2022-12-10,2022-12-22,12,Pending,131516.15,CONT275478
SHIP0002910,ORD00003160,Singapore,Sea Freight,2022-08-30,2022-09-08,9,Yes,244386.44,CONT948682
SHIP0002911,ORD00003161,Singapore,Air Cargo,2024-10-15,2024-10-20,5,Yes,245847.0,CONT757941
SHIP0002912,ORD00003162,Singapore,Sea Freight,2023-12-19,2023-12-25,6,Yes,294148.26,CONT425097
SHIP0002913,ORD00003163,Singapore,Road Transport,2022-08-12,2022-08-19,7,Yes,207098.18,CONT109510
SHIP0002914,ORD00003164,Singapore,Road Transport,2022-12-24,2022-12-30,6,Yes,193458.41,CONT576015
SHIP0002915,ORD00003165,Singapore,Sea Freight,2022-05-06,2022-05-14,8,Yes,197211.97,CONT151524
SHIP0002916,ORD00003166,UAE,Road Transport,2022-09-19,2022-09-24,5,Yes,140330.74,CONT554692
SHIP0002917,ORD00003167,UAE,Air Cargo,2023-06-07,2023-06-14,7,Pending,146239.69,CONT299604
SHIP0002918,ORD00003168,UAE,Sea Freight,2023-04-07,2023-04-15,8,No,119963.4,CONT718125
SHIP0002919,ORD00003169,UAE,Road Transport,2023-11-18,2023-11-21,3,Yes,199220.41,CONT874391
SHIP0002920,ORD00003170,UAE,Road Transport,2022-02-01,2022-02-09,8,Pending,260060.36,CONT121100
SHIP0002921,ORD00003171,UAE,Sea Freight,2023-06-09,2023-06-13,4,Yes,208371.28,CONT654258
SHIP0002922,ORD00003172,UAE,Road Transport,2022-11-11,2022-11-18,7,Yes,168145.45,CONT902439
SHIP0002923,ORD00003173,UAE,Road Transport,2023-12-25,2023-12-28,3,Yes,65907.24,CONT513665
SHIP0002924,ORD00003174,UAE,Sea Freight,2023-06-22,2023-06-27,5,Yes,111914.52,CONT958006
SHIP0002925,ORD00003175,UAE,Air Cargo,2023-04-25,2023-05-03,8,Yes,261253.86,CONT352866
SHIP0002926,ORD00003176,UAE,Sea Freight,2022-06-11,2022-06-14,3,Yes,149052.66,CONT864870
SHIP0002927,ORD00003177,UAE,Air Cargo,2024-09-18,2024-09-23,5,Yes,271391.39,CONT845261
SHIP0002928,ORD00003178,UAE,Road Transport,2022-05-21,2022-05-25,4,Yes,110676.44,CONT517801
SHIP0002929,ORD00003179,UAE,Sea Freight,2023-08-19,2023-08-27,8,Yes,193930.36,CONT770068
SHIP0002930,ORD00003180,UAE,Air Cargo,2022-05-09,2022-05-17,8,Yes,290934.55,CONT659442
SHIP0002931,ORD00003181,UAE,Road Transport,2021-12-31,2022-01-08,8,Pending,189212.42,CONT535810
SHIP0002932,ORD00003182,UAE,Air Cargo,2024-01-01,2024-01-07,6,Yes,102230.34,CONT972548
SHIP0002933,ORD00003183,UAE,Sea Freight,2024-12-30,2025-01-04,5,Yes,107386.83,CONT314276
SHIP0002934,ORD00003184,UAE,Sea Freight,2022-03-23,2022-03-27,4,Yes,89421.69,CONT693562
SHIP0002935,ORD00003185,UAE,Road Transport,2023-09-30,2023-10-06,6,Yes,55307.4,CONT610775
SHIP0002936,ORD00003186,UAE,Road Transport,2023-03-06,2023-03-10,4,Yes,223106.73,CONT822389
SHIP0002937,ORD00003187,UAE,Road Transport,2022-02-18,2022-02-24,6,Pending,245771.07,CONT918925
SHIP0002938,ORD00003188,UAE,Sea Freight,2024-03-18,2024-03-22,4,Yes,255064.33,CONT451043
SHIP0002939,ORD00003189,UAE,Sea Freight,2023-08-30,2023-09-03,4,Yes,68430.86,CONT956366
SHIP0002940,ORD00003190,UAE,Road Transport,2024-05-06,2024-05-13,7,Yes,285566.36,CONT638299
SHIP0002941,ORD00003191,UAE,Sea Freight,2023-03-26,2023-04-02,7,Yes,204616.69,CONT202642
SHIP0002942,ORD00003192,Bangladesh,Air Cargo,2023-09-20,2023-09-27,7,Yes,72087.02,CONT485426
SHIP0002943,ORD00003193,Bangladesh,Sea Freight,2024-08-23,2024-08-31,8,Yes,71221.99,CONT984984
SHIP0002944,ORD00003194,Bangladesh,Road Transport,2022-10-18,2022-10-29,11,Yes,177450.21,CONT170291
SHIP0002945,ORD00003195,Bangladesh,Road Transport,2024-06-24,2024-07-05,11,Yes,111073.51,CONT946068
SHIP0002946,ORD00003196,Bangladesh,Road Transport,2023-06-06,2023-06-18,12,Yes,109773.49,CONT885512
SHIP0002947,ORD00003197,Bangladesh,Sea Freight,2022-09-21,2022-09-28,7,Pending,52941.83,CONT441484
SHIP0002948,ORD00003198,Bangladesh,Sea Freight,2023-11-27,2023-12-05,8,Yes,170585.9,CONT675621
SHIP0002949,ORD00003199,Bangladesh,Sea Freight,2024-12-15,2024-12-20,5,No,71648.24,CONT936176
SHIP0002950,ORD00003200,Bangladesh,Air Cargo,2023-12-12,2023-12-24,12,Yes,69190.69,CONT307276
SHIP0002951,ORD00003201,Bangladesh,Road Transport,2023-01-11,2023-01-21,10,Yes,89661.67,CONT223810
SHIP0002952,ORD00003202,Bangladesh,Sea Freight,2024-10-31,2024-11-08,8,Pending,52664.54,CONT468793
SHIP0002953,ORD00003203,Bangladesh,Sea Freight,2023-06-04,2023-06-10,6,No,75875.07,CONT338847
SHIP0002954,ORD00003204,Bangladesh,Sea Freight,2022-11-03,2022-11-14,11,Yes,198585.61,CONT557753
SHIP0002955,ORD00003205,Bangladesh,Sea Freight,2023-06-24,2023-07-04,10,Yes,114175.32,CONT630697
SHIP0002956,ORD00003206,Bangladesh,Sea Freight,2023-08-16,2023-08-24,8,Yes,67205.46,CONT259491
SHIP0002957,ORD00003207,Bangladesh,Sea Freight,2023-09-15,2023-09-22,7,No,83870.88,CONT906791
SHIP0002958,ORD00003208,Bangladesh,Road Transport,2023-11-11,2023-11-17,6,Yes,60785.63,CONT244091
SHIP0002959,ORD00003209,Bangladesh,Air Cargo,2023-12-23,2023-12-28,5,Yes,244239.5,CONT577566
SHIP0002960,ORD00003210,Bangladesh,Road Transport,2024-07-26,2024-08-04,9,Yes,190371.9,CONT953538
SHIP0002961,ORD00003211,Bangladesh,Sea Freight,2023-05-24,2023-06-04,11,Yes,168533.44,CONT171456
SHIP0002962,ORD00003212,Bangladesh,Air Cargo,2024-09-16,2024-09-26,10,Yes,268317.33,CONT268128
SHIP0002963,ORD00003213,Bangladesh,Road Transport,2022-08-31,2022-09-08,8,Yes,69913.42,CONT689202
SHIP0002964,ORD00003214,Bangladesh,Road Transport,2022-04-29,2022-05-09,10,Yes,59292.17,CONT326846
SHIP0002965,ORD00003215,Bangladesh,Road Transport,2024-11-26,2024-12-04,8,Yes,156023.02,CONT919058
SHIP0002966,ORD00003216,Bangladesh,Air Cargo,2023-03-27,2023-04-03,7,Yes,116004.8,CONT736678
SHIP0002967,ORD00003217,Bangladesh,Road Transport,2024-10-10,2024-10-17,7,Yes,168954.52,CONT482895
SHIP0002968,ORD00003218,Bangladesh,Sea Freight,2022-10-03,2022-10-08,5,Yes,275857.43,CONT523824
SHIP0002969,ORD00003219,Bangladesh,Air Cargo,2023-01-04,2023-01-16,12,Yes,161564.66,CONT499532
SHIP0002970,ORD00003220,Bangladesh,Air Cargo,2022-04-01,2022-04-10,9,Yes,92799.68,CONT519455
SHIP0002971,ORD00003221,Bangladesh,Road Transport,2024-04-23,2024-05-03,10,Yes,249458.16,CONT265602
SHIP0002972,ORD00003222,Malaysia,Air Cargo,2024-06-21,2024-07-02,11,Yes,147198.02,CONT724868
SHIP0002973,ORD00003223,Malaysia,Sea Freight,2024-01-14,2024-01-23,9,Yes,238761.44,CONT855448
SHIP0002974,ORD00003224,Malaysia,Sea Freight,2022-11-10,2022-11-18,8,Yes,85347.92,CONT594951
SHIP0002975,ORD00003225,Malaysia,Air Cargo,2022-07-09,2022-07-19,10,Yes,134289.15,CONT529653
SHIP0002976,ORD00003226,Malaysia,Air Cargo,2022-04-29,2022-05-11,12,Yes,55651.18,CONT732040
SHIP0002977,ORD00003227,Malaysia,Road Transport,2024-06-07,2024-06-18,11,Yes,108858.23,CONT197094
SHIP0002978,ORD00003228,Malaysia,Air Cargo,2024-01-20,2024-01-26,6,Yes,211753.63,CONT561736
SHIP0002979,ORD00003229,Malaysia,Road Transport,2023-06-26,2023-07-08,12,Yes,123286.19,CONT562180
SHIP0002980,ORD00003230,Malaysia,Air Cargo,2023-01-08,2023-01-18,10,Pending,84802.24,CONT517690
SHIP0002981,ORD00003231,Malaysia,Air Cargo,2022-12-31,2023-01-07,7,Yes,64059.88,CONT185044
SHIP0002982,ORD00003232,Malaysia,Road Transport,2024-05-15,2024-05-22,7,Yes,200688.78,CONT136136
SHIP0002983,ORD00003233,Malaysia,Road Transport,2022-04-28,2022-05-09,11,Yes,69272.77,CONT962082
SHIP0002984,ORD00003234,Malaysia,Air Cargo,2023-06-04,2023-06-13,9,Yes,249699.96,CONT400199
SHIP0002985,ORD00003235,Malaysia,Road Transport,2023-03-11,2023-03-17,6,Yes,139295.49,CONT498677
SHIP0002986,ORD00003236,Malaysia,Air Cargo,2022-02-05,2022-02-14,9,Yes,126236.08,CONT365930
SHIP0002987,ORD00003237,Malaysia,Air Cargo,2022-04-23,2022-04-29,6,Yes,206199.05,CONT253567
SHIP0002988,ORD00003238,Malaysia,Road Transport,2024-02-20,2024-02-27,7,Yes,189154.69,CONT815571
SHIP0002989,ORD00003239,Malaysia,Road Transport,2022-04-30,2022-05-09,9,Yes,296897.05,CONT238961
SHIP0002990,ORD00003240,Kenya,Road Transport,2023-10-02,2023-10-17,15,Yes,62809.34,CONT322840
SHIP0002991,ORD00003241,Kenya,Sea Freight,2024-10-10,2024-11-03,24,Yes,262842.48,CONT180497
SHIP0002992,ORD00003242,Kenya,Sea Freight,2024-08-21,2024-09-03,13,Yes,199868.03,CONT762020
SHIP0002993,ORD00003243,Kenya,Road Transport,2022-02-27,2022-03-17,18,Yes,270654.89,CONT266168
SHIP0002994,ORD00003244,Kenya,Air Cargo,2024-09-22,2024-10-05,13,Yes,223478.09,CONT694934
SHIP0002995,ORD00003245,Kenya,Sea Freight,2023-07-20,2023-08-11,22,Pending,240587.43,CONT758206
SHIP0002996,ORD00003246,Kenya,Sea Freight,2022-06-20,2022-07-14,24,Pending,246674.86,CONT203618
SHIP0002997,ORD00003247,Kenya,Sea Freight,2022-08-21,2022-09-13,23,Yes,53788.7,CONT639608
SHIP0002998,ORD00003248,Kenya,Sea Freight,2024-07-19,2024-08-01,13,Yes,259572.51,CONT215780
SHIP0002999,ORD00003249,Kenya,Air Cargo,2024-05-31,2024-06-22,22,Yes,219843.34,CONT751281
SHIP0003000,ORD00003250,Kenya,Sea Freight,2022-06-20,2022-07-10,20,Yes,286845.84,CONT837436
SHIP0003001,ORD00003251,Kenya,Road Transport,2022-09-01,2022-09-25,24,Yes,83298.05,CONT508329
SHIP0003002,ORD00003252,Kenya,Sea Freight,2023-09-17,2023-10-05,18,Yes,280393.8,CONT740406
SHIP0003003,ORD00003253,Kenya,Air Cargo,2022-01-29,2022-02-21,23,Yes,263619.33,CONT940288
SHIP0003004,ORD00003254,Kenya,Road Transport,2023-06-08,2023-06-29,21,Yes,106583.17,CONT642734
SHIP0003005,ORD00003255,Kenya,Air Cargo,2024-07-20,2024-08-13,24,Yes,81017.53,CONT911694
SHIP0003006,ORD00003256,Kenya,Air Cargo,2022-08-22,2022-09-13,22,No,207152.82,CONT216487
SHIP0003007,ORD00003257,Kenya,Road Transport,2024-08-15,2024-09-05,21,Yes,218989.16,CONT634166
SHIP0003008,ORD00003258,Kenya,Road Transport,2022-08-04,2022-08-27,23,Yes,227729.49,CONT469390
SHIP0003009,ORD00003259,Kenya,Air Cargo,2022-11-14,2022-11-26,12,Yes,261388.93,CONT243122
SHIP0003010,ORD00003260,Kenya,Road Transport,2022-11-09,2022-11-24,15,Yes,189176.76,CONT746985
SHIP0003011,ORD00003261,Kenya,Road Transport,2024-05-14,2024-05-27,13,Yes,120989.73,CONT114536
SHIP0003012,ORD00003262,Kenya,Air Cargo,2024-05-12,2024-05-27,15,Yes,264266.39,CONT890908
SHIP0003013,ORD00003263,Kenya,Road Transport,2022-12-31,2023-01-13,13,Yes,158347.99,CONT597862
SHIP0003014,ORD00003264,Kenya,Air Cargo,2023-07-14,2023-07-27,13,Yes,158652.79,CONT741428
SHIP0003015,ORD00003265,Kenya,Road Transport,2024-08-10,2024-08-28,18,No,173120.76,CONT962087
