batch_id,production_date,product_sku,raw_material_used_mt,finished_goods_mt,plant_location,shift,operator_id,temperature_celsius,processing_time_hours
PR20240930212,2024-09-30,HF-POTATO-SMILES-500G,3.35,2.94,Rajkot Plant,Morning,OP190,-19.8,5.9
PR20240930624,2024-09-30,HF-POTATO-CHEESE-BALLS-500G,7.98,6.05,Ahmedabad Plant 1,Night,OP232,-19.1,5.3
PR20240930364,2024-09-30,HF-PATTY-BURGER-1KG,3.92,3.16,Rajkot Plant,Morning,OP213,-18.6,2.2
PR20240930220,2024-09-30,HF-POTATO-CHEESE-BALLS-500G,2.44,1.84,Ahmedabad Plant 1,Evening,OP192,-19.1,4.5
PR20240930433,2024-09-30,HF-ALOO-TIKKI-1KG,3.85,3.3,Ahmedabad Plant 1,Morning,OP238,-19.8,2.6
PR20240930987,2024-09-30,HF-ALOO-TIKKI-1KG,2.31,1.83,Rajkot Plant,Evening,OP129,-19.4,4.0
PR20240930265,2024-09-30,HF-FF-CRINKLE-2.5KG,4.93,3.8,Rajkot Plant,Night,OP222,-18.7,5.8
PR20241001869,2024-10-01,HF-PATTY-BURGER-1KG,4.04,3.34,Ahmedabad Plant 2,Evening,OP208,-18.1,2.3
PR20241001868,2024-10-01,HF-PATTY-ALOO-1KG,4.55,3.77,Ahmedabad Plant 2,Evening,OP131,-18.7,2.7
PR20241001972,2024-10-01,HF-POTATO-CHEESE-BALLS-500G,6.42,4.93,Ahmedabad Plant 1,Evening,OP106,-19.3,5.8
PR20241001410,2024-10-01,HF-POTATO-SMILES-500G,4.82,3.74,Ahmedabad Plant 1,Night,OP141,-19.7,4.0
PR20241001297,2024-10-01,HF-POTATO-SMILES-500G,7.54,6.36,Ahmedabad Plant 1,Night,OP141,-18.9,4.5
PR20241001471,2024-10-01,HF-FF-SHOESTRING-2.5KG,3.02,2.42,Ahmedabad Plant 2,Night,OP147,-19.2,4.4
PR20241001213,2024-10-01,HF-FF-WEDGES-2.5KG,5.52,4.67,Ahmedabad Plant 1,Morning,OP194,-18.2,2.3
PR20241001626,2024-10-01,HF-FF-CRINKLE-2.5KG,2.89,2.47,Ahmedabad Plant 1,Night,OP213,-18.1,2.9
PR20241001734,2024-10-01,HF-PATTY-CUTLET-1KG,3.53,2.94,Ahmedabad Plant 1,Night,OP210,-18.8,2.8
PR20241001749,2024-10-01,HF-FF-WEDGES-2.5KG,4.7,3.94,Rajkot Plant,Evening,OP195,-19.6,2.5
PR20241001253,2024-10-01,HF-PATTY-BURGER-1KG,6.29,4.72,Ahmedabad Plant 1,Evening,OP192,-19.4,4.6
PR20241001618,2024-10-01,HF-ALOO-TIKKI-1KG,4.81,3.69,Ahmedabad Plant 2,Morning,OP159,-19.5,2.3
PR20241002709,2024-10-02,HF-FF-CRINKLE-2.5KG,7.37,6.27,Rajkot Plant,Night,OP231,-19.5,5.0
PR20241002922,2024-10-02,HF-POTATO-CHEESE-BALLS-500G,2.41,2.12,Ahmedabad Plant 2,Evening,OP140,-19.7,4.0
PR20241002969,2024-10-02,HF-FF-WEDGES-2.5KG,6.32,5.35,Rajkot Plant,Morning,OP212,-19.7,3.0
PR20241002594,2024-10-02,HF-FF-SHOESTRING-2.5KG,4.23,3.61,Ahmedabad Plant 1,Evening,OP249,-19.5,4.1
PR20241002912,2024-10-02,HF-POTATO-CHEESE-BALLS-500G,4.38,3.84,Ahmedabad Plant 2,Evening,OP243,-18.8,5.1
PR20241002928,2024-10-02,HF-PATTY-CUTLET-1KG,4.48,3.54,Ahmedabad Plant 2,Evening,OP134,-19.3,5.2
PR20241002261,2024-10-02,HF-FF-SHOESTRING-2.5KG,7.89,6.07,Ahmedabad Plant 2,Evening,OP228,-19.8,4.1
PR20241002842,2024-10-02,HF-POTATO-SMILES-500G,2.65,2.26,Ahmedabad Plant 1,Night,OP128,-18.7,5.5
PR20241002290,2024-10-02,HF-ALOO-TIKKI-1KG,2.95,2.49,Rajkot Plant,Night,OP244,-18.6,3.0
PR20241002511,2024-10-02,HF-POTATO-SMILES-500G,2.3,1.87,Ahmedabad Plant 1,Morning,OP193,-18.8,2.2
PR20241002792,2024-10-02,HF-PATTY-ALOO-1KG,3.36,2.73,Ahmedabad Plant 2,Morning,OP209,-19.6,5.7
PR20241002864,2024-10-02,HF-PATTY-ALOO-1KG,5.09,4.08,Ahmedabad Plant 1,Morning,OP113,-19.9,5.9
PR20241002103,2024-10-02,HF-FF-CRINKLE-2.5KG,3.14,2.57,Ahmedabad Plant 2,Morning,OP190,-19.6,5.3
PR20241003996,2024-10-03,HF-POTATO-SMILES-500G,6.11,4.96,Ahmedabad Plant 2,Morning,OP133,-18.8,5.2
PR20241003709,2024-10-03,HF-PATTY-CUTLET-1KG,3.35,2.7,Rajkot Plant,Morning,OP200,-19.1,5.3
PR20241003974,2024-10-03,HF-HASH-BROWN-1KG,4.24,3.48,Ahmedabad Plant 1,Morning,OP189,-18.6,5.3
PR20241003807,2024-10-03,HF-HASH-BROWN-1KG,6.71,5.75,Rajkot Plant,Evening,OP169,-18.1,3.9
PR20241003915,2024-10-03,HF-POTATO-CHEESE-BALLS-500G,2.82,2.36,Rajkot Plant,Evening,OP152,-18.6,5.1
PR20241003608,2024-10-03,HF-PATTY-BURGER-1KG,2.39,1.95,Ahmedabad Plant 2,Morning,OP160,-18.2,4.2
PR20241003758,2024-10-03,HF-FF-SHOESTRING-2.5KG,5.64,4.57,Ahmedabad Plant 1,Evening,OP200,-18.6,2.1
PR20241003349,2024-10-03,HF-POTATO-CHEESE-BALLS-500G,5.97,5.15,Ahmedabad Plant 2,Night,OP113,-19.5,5.6
PR20241003230,2024-10-03,HF-HASH-BROWN-1KG,7.58,6.13,Rajkot Plant,Night,OP216,-19.4,3.6
PR20241003947,2024-10-03,HF-FF-CRINKLE-2.5KG,7.52,6.19,Rajkot Plant,Evening,OP185,-19.5,2.1
PR20241003614,2024-10-03,HF-PATTY-BURGER-1KG,5.45,4.61,Ahmedabad Plant 1,Evening,OP157,-18.5,2.1
PR20241003883,2024-10-03,HF-FF-CRINKLE-2.5KG,6.46,5.13,Rajkot Plant,Night,OP241,-18.9,4.2
PR20241003516,2024-10-03,HF-PATTY-CUTLET-1KG,2.66,2.03,Rajkot Plant,Evening,OP146,-19.9,3.4
PR20241004619,2024-10-04,HF-POTATO-CHEESE-BALLS-500G,3.53,2.67,Rajkot Plant,Evening,OP199,-18.3,3.7
PR20241004851,2024-10-04,HF-FF-CRINKLE-2.5KG,4.05,3.26,Ahmedabad Plant 2,Morning,OP218,-19.4,4.6
PR20241004379,2024-10-04,HF-HASH-BROWN-1KG,4.96,4.25,Ahmedabad Plant 1,Morning,OP162,-19.7,4.4
PR20241004998,2024-10-04,HF-PATTY-BURGER-1KG,2.71,2.18,Ahmedabad Plant 1,Morning,OP195,-19.3,2.3
PR20241004986,2024-10-04,HF-POTATO-CHEESE-BALLS-500G,2.12,1.85,Rajkot Plant,Morning,OP235,-19.5,2.6
PR20241004561,2024-10-04,HF-FF-SHOESTRING-2.5KG,4.67,3.62,Ahmedabad Plant 1,Evening,OP122,-18.0,3.6
PR20241004588,2024-10-04,HF-FF-CRINKLE-2.5KG,5.89,5.15,Rajkot Plant,Night,OP168,-19.5,2.9
PR20241004787,2024-10-04,HF-ALOO-TIKKI-1KG,4.02,3.29,Ahmedabad Plant 2,Evening,OP186,-18.4,5.3
PR20241004115,2024-10-04,HF-FF-SHOESTRING-2.5KG,3.01,2.37,Rajkot Plant,Evening,OP112,-19.2,2.5
PR20241004537,2024-10-04,HF-PATTY-BURGER-1KG,5.75,5.02,Rajkot Plant,Evening,OP112,-19.4,5.3
PR20241005775,2024-10-05,HF-FF-CRINKLE-2.5KG,4.63,3.69,Rajkot Plant,Morning,OP182,-18.7,4.6
PR20241005334,2024-10-05,HF-PATTY-BURGER-1KG,5.11,4.15,Ahmedabad Plant 2,Morning,OP124,-18.2,4.7
PR20241005432,2024-10-05,HF-PATTY-CUTLET-1KG,6.35,4.92,Rajkot Plant,Evening,OP146,-19.5,5.5
PR20241005954,2024-10-05,HF-PATTY-BURGER-1KG,3.05,2.47,Rajkot Plant,Morning,OP135,-19.8,3.9
PR20241005549,2024-10-05,HF-POTATO-CHEESE-BALLS-500G,6.89,5.36,Rajkot Plant,Night,OP147,-18.1,2.2
PR20241005155,2024-10-05,HF-FF-CRINKLE-2.5KG,7.83,6.04,Ahmedabad Plant 2,Night,OP116,-19.7,3.3
PR20241005217,2024-10-05,HF-PATTY-ALOO-1KG,2.24,1.75,Ahmedabad Plant 1,Night,OP158,-19.0,2.4
PR20241005708,2024-10-05,HF-PATTY-CUTLET-1KG,7.53,6.53,Ahmedabad Plant 1,Morning,OP119,-18.3,4.9
PR20241005886,2024-10-05,HF-HASH-BROWN-1KG,4.76,4.18,Rajkot Plant,Night,OP182,-18.1,3.9
PR20241005750,2024-10-05,HF-FF-CRINKLE-2.5KG,3.71,3.13,Ahmedabad Plant 2,Morning,OP137,-18.2,4.5
PR20241005873,2024-10-05,HF-PATTY-ALOO-1KG,7.69,6.22,Ahmedabad Plant 2,Evening,OP114,-18.9,4.0
PR20241005951,2024-10-05,HF-POTATO-CHEESE-BALLS-500G,4.49,3.63,Rajkot Plant,Evening,OP107,-18.9,6.0
PR20241005803,2024-10-05,HF-POTATO-SMILES-500G,2.7,2.13,Ahmedabad Plant 1,Night,OP155,-18.4,4.2
PR20241005599,2024-10-05,HF-HASH-BROWN-1KG,2.02,1.76,Ahmedabad Plant 2,Evening,OP103,-19.1,5.6
PR20241005773,2024-10-05,HF-POTATO-CHEESE-BALLS-500G,4.07,3.13,Ahmedabad Plant 1,Evening,OP102,-18.4,3.9
PR20241006154,2024-10-06,HF-PATTY-CUTLET-1KG,2.24,1.91,Rajkot Plant,Morning,OP207,-19.6,4.8
PR20241006396,2024-10-06,HF-FF-SHOESTRING-2.5KG,7.38,6.06,Ahmedabad Plant 2,Morning,OP122,-19.0,4.1
PR20241006653,2024-10-06,HF-PATTY-ALOO-1KG,3.09,2.52,Ahmedabad Plant 1,Night,OP170,-19.1,5.1
PR20241006122,2024-10-06,HF-FF-CRINKLE-2.5KG,4.09,3.12,Rajkot Plant,Evening,OP171,-19.2,5.2
PR20241006141,2024-10-06,HF-POTATO-SMILES-500G,7.82,5.96,Rajkot Plant,Morning,OP169,-19.5,4.4
PR20241006306,2024-10-06,HF-POTATO-CHEESE-BALLS-500G,2.09,1.76,Rajkot Plant,Morning,OP182,-18.1,5.1
PR20241006330,2024-10-06,HF-FF-CRINKLE-2.5KG,6.33,5.31,Ahmedabad Plant 2,Morning,OP137,-18.2,5.7
PR20241006984,2024-10-06,HF-PATTY-BURGER-1KG,7.39,6.41,Ahmedabad Plant 2,Morning,OP189,-18.7,4.0
PR20241006785,2024-10-06,HF-PATTY-CUTLET-1KG,2.69,2.04,Ahmedabad Plant 1,Morning,OP174,-18.1,4.3
PR20241006766,2024-10-06,HF-FF-CRINKLE-2.5KG,3.93,3.24,Ahmedabad Plant 1,Morning,OP166,-19.2,5.6
PR20241006180,2024-10-06,HF-PATTY-BURGER-1KG,7.29,6.15,Rajkot Plant,Morning,OP135,-19.6,2.0
PR20241006524,2024-10-06,HF-POTATO-CHEESE-BALLS-500G,2.09,1.69,Rajkot Plant,Morning,OP198,-19.3,5.2
PR20241006478,2024-10-06,HF-POTATO-CHEESE-BALLS-500G,4.68,4.08,Rajkot Plant,Morning,OP183,-19.6,2.4
PR20241006751,2024-10-06,HF-FF-WEDGES-2.5KG,4.64,4.08,Ahmedabad Plant 2,Morning,OP237,-18.8,3.5
PR20241007969,2024-10-07,HF-ALOO-TIKKI-1KG,3.76,3.06,Ahmedabad Plant 2,Night,OP239,-19.5,2.2
PR20241007431,2024-10-07,HF-HASH-BROWN-1KG,7.01,6.09,Ahmedabad Plant 1,Night,OP204,-19.6,5.7
PR20241007725,2024-10-07,HF-PATTY-BURGER-1KG,2.57,2.08,Ahmedabad Plant 2,Evening,OP230,-18.1,5.3
PR20241007744,2024-10-07,HF-PATTY-BURGER-1KG,7.72,6.09,Ahmedabad Plant 2,Morning,OP155,-19.1,3.2
PR20241007999,2024-10-07,HF-FF-CRINKLE-2.5KG,4.27,3.47,Rajkot Plant,Evening,OP225,-19.6,2.6
PR20241007681,2024-10-07,HF-ALOO-TIKKI-1KG,2.94,2.28,Ahmedabad Plant 2,Evening,OP244,-18.1,4.6
PR20241007206,2024-10-07,HF-FF-WEDGES-2.5KG,3.14,2.53,Rajkot Plant,Morning,OP164,-19.4,3.8
PR20241007991,2024-10-07,HF-PATTY-BURGER-1KG,7.44,6.32,Rajkot Plant,Night,OP165,-18.5,2.5
PR20241007731,2024-10-07,HF-PATTY-ALOO-1KG,7.37,5.91,Ahmedabad Plant 1,Evening,OP241,-18.8,5.2
PR20241007416,2024-10-07,HF-PATTY-CUTLET-1KG,2.06,1.67,Ahmedabad Plant 2,Night,OP167,-19.4,5.4
PR20241007356,2024-10-07,HF-ALOO-TIKKI-1KG,7.31,5.93,Rajkot Plant,Night,OP115,-19.7,2.1
PR20241008928,2024-10-08,HF-PATTY-ALOO-1KG,3.83,2.88,Ahmedabad Plant 1,Evening,OP221,-18.3,4.9
PR20241008217,2024-10-08,HF-PATTY-BURGER-1KG,2.03,1.66,Rajkot Plant,Evening,OP184,-18.8,2.5
PR20241008803,2024-10-08,HF-FF-SHOESTRING-2.5KG,6.11,5.13,Rajkot Plant,Night,OP138,-19.5,5.1
PR20241008669,2024-10-08,HF-HASH-BROWN-1KG,3.89,3.42,Ahmedabad Plant 1,Morning,OP119,-18.1,4.6
PR20241008619,2024-10-08,HF-PATTY-ALOO-1KG,7.82,6.09,Ahmedabad Plant 2,Evening,OP117,-18.6,4.3
PR20241008132,2024-10-08,HF-POTATO-CHEESE-BALLS-500G,6.69,5.3,Ahmedabad Plant 1,Night,OP238,-19.7,3.0
PR20241008199,2024-10-08,HF-PATTY-ALOO-1KG,7.25,5.68,Ahmedabad Plant 2,Night,OP114,-19.2,3.4
PR20241008215,2024-10-08,HF-FF-CRINKLE-2.5KG,3.93,3.13,Ahmedabad Plant 1,Evening,OP217,-19.0,5.4
PR20241008103,2024-10-08,HF-POTATO-CHEESE-BALLS-500G,6.56,5.3,Rajkot Plant,Night,OP168,-18.6,5.4
PR20241008383,2024-10-08,HF-PATTY-BURGER-1KG,7.22,5.84,Ahmedabad Plant 2,Evening,OP158,-19.4,3.5
PR20241009457,2024-10-09,HF-HASH-BROWN-1KG,2.89,2.29,Ahmedabad Plant 2,Morning,OP122,-19.4,5.1
PR20241009947,2024-10-09,HF-FF-CRINKLE-2.5KG,7.11,5.35,Rajkot Plant,Night,OP184,-19.0,3.1
PR20241009177,2024-10-09,HF-FF-CRINKLE-2.5KG,6.1,4.77,Ahmedabad Plant 1,Night,OP169,-19.1,4.8
PR20241009470,2024-10-09,HF-FF-WEDGES-2.5KG,6.62,5.2,Ahmedabad Plant 2,Evening,OP234,-18.2,2.9
PR20241009755,2024-10-09,HF-FF-WEDGES-2.5KG,5.59,4.22,Ahmedabad Plant 1,Evening,OP187,-18.3,6.0
PR20241009465,2024-10-09,HF-FF-CRINKLE-2.5KG,4.29,3.49,Ahmedabad Plant 2,Evening,OP144,-18.0,4.4
PR20241009796,2024-10-09,HF-FF-SHOESTRING-2.5KG,3.95,3.23,Ahmedabad Plant 1,Morning,OP236,-19.1,5.9
PR20241009624,2024-10-09,HF-POTATO-CHEESE-BALLS-500G,3.61,2.98,Rajkot Plant,Night,OP220,-18.8,3.7
PR20241009757,2024-10-09,HF-HASH-BROWN-1KG,2.33,1.96,Ahmedabad Plant 2,Night,OP127,-18.4,3.9
PR20241009415,2024-10-09,HF-PATTY-ALOO-1KG,4.61,3.74,Ahmedabad Plant 2,Evening,OP142,-18.8,3.0
PR20241010283,2024-10-10,HF-POTATO-CHEESE-BALLS-500G,4.69,3.55,Ahmedabad Plant 2,Evening,OP209,-18.5,5.1
PR20241010907,2024-10-10,HF-ALOO-TIKKI-1KG,7.06,5.95,Rajkot Plant,Night,OP148,-19.3,5.2
PR20241010180,2024-10-10,HF-PATTY-BURGER-1KG,2.77,2.27,Rajkot Plant,Morning,OP190,-18.2,5.1
PR20241010394,2024-10-10,HF-POTATO-CHEESE-BALLS-500G,5.12,4.38,Rajkot Plant,Morning,OP111,-19.6,3.9
PR20241010838,2024-10-10,HF-POTATO-SMILES-500G,4.98,3.75,Ahmedabad Plant 1,Morning,OP218,-19.0,4.7
PR20241010526,2024-10-10,HF-FF-CRINKLE-2.5KG,3.4,2.99,Rajkot Plant,Night,OP110,-19.9,3.1
PR20241010342,2024-10-10,HF-POTATO-SMILES-500G,6.28,4.73,Ahmedabad Plant 2,Evening,OP163,-19.3,4.5
PR20241010190,2024-10-10,HF-FF-CRINKLE-2.5KG,6.93,5.47,Ahmedabad Plant 1,Morning,OP181,-19.8,5.4
PR20241010806,2024-10-10,HF-PATTY-ALOO-1KG,6.02,4.88,Ahmedabad Plant 2,Night,OP181,-19.2,4.9
PR20241010978,2024-10-10,HF-ALOO-TIKKI-1KG,7.85,6.01,Ahmedabad Plant 1,Morning,OP184,-18.6,5.1
PR20241011217,2024-10-11,HF-PATTY-CUTLET-1KG,4.46,3.73,Rajkot Plant,Morning,OP175,-18.3,4.8
PR20241011688,2024-10-11,HF-PATTY-BURGER-1KG,6.04,4.99,Ahmedabad Plant 1,Night,OP105,-19.5,5.5
PR20241011606,2024-10-11,HF-PATTY-BURGER-1KG,6.98,5.35,Ahmedabad Plant 2,Evening,OP134,-19.5,3.8
PR20241011332,2024-10-11,HF-ALOO-TIKKI-1KG,4.0,3.46,Ahmedabad Plant 2,Night,OP233,-19.1,4.0
PR20241011649,2024-10-11,HF-FF-CRINKLE-2.5KG,6.71,5.52,Ahmedabad Plant 1,Night,OP229,-19.7,2.4
PR20241011247,2024-10-11,HF-FF-CRINKLE-2.5KG,6.66,5.14,Rajkot Plant,Morning,OP212,-18.5,2.7
PR20241011486,2024-10-11,HF-FF-SHOESTRING-2.5KG,3.43,2.9,Ahmedabad Plant 2,Night,OP247,-19.3,2.9
PR20241011472,2024-10-11,HF-PATTY-CUTLET-1KG,3.62,2.76,Rajkot Plant,Night,OP218,-18.8,3.5
PR20241011888,2024-10-11,HF-FF-SHOESTRING-2.5KG,2.87,2.46,Ahmedabad Plant 2,Morning,OP194,-19.7,2.4
PR20241011328,2024-10-11,HF-POTATO-SMILES-500G,3.6,3.04,Ahmedabad Plant 2,Evening,OP204,-19.7,2.3
PR20241011589,2024-10-11,HF-PATTY-ALOO-1KG,7.41,5.62,Ahmedabad Plant 1,Evening,OP169,-19.3,2.1
PR20241011701,2024-10-11,HF-HASH-BROWN-1KG,7.57,6.03,Ahmedabad Plant 2,Morning,OP224,-19.3,2.7
PR20241011903,2024-10-11,HF-FF-SHOESTRING-2.5KG,3.93,3.33,Ahmedabad Plant 1,Night,OP220,-19.9,6.0
PR20241012870,2024-10-12,HF-POTATO-SMILES-500G,6.86,5.9,Ahmedabad Plant 1,Morning,OP240,-19.9,2.2
PR20241012129,2024-10-12,HF-PATTY-CUTLET-1KG,3.02,2.29,Ahmedabad Plant 2,Morning,OP139,-19.0,5.8
PR20241012218,2024-10-12,HF-HASH-BROWN-1KG,5.49,4.51,Rajkot Plant,Evening,OP146,-19.7,5.7
PR20241012717,2024-10-12,HF-HASH-BROWN-1KG,6.19,5.36,Rajkot Plant,Evening,OP233,-18.4,4.0
PR20241012745,2024-10-12,HF-FF-WEDGES-2.5KG,4.19,3.32,Ahmedabad Plant 2,Morning,OP167,-18.4,5.6
PR20241012273,2024-10-12,HF-POTATO-CHEESE-BALLS-500G,4.7,3.85,Rajkot Plant,Morning,OP167,-18.6,5.9
PR20241012274,2024-10-12,HF-HASH-BROWN-1KG,5.67,4.25,Rajkot Plant,Evening,OP174,-18.5,6.0
PR20241012397,2024-10-12,HF-HASH-BROWN-1KG,7.85,6.44,Ahmedabad Plant 1,Night,OP203,-19.1,5.6
PR20241012618,2024-10-12,HF-POTATO-CHEESE-BALLS-500G,6.25,5.44,Rajkot Plant,Evening,OP229,-19.0,5.9
PR20241012719,2024-10-12,HF-ALOO-TIKKI-1KG,5.24,4.37,Ahmedabad Plant 1,Morning,OP118,-18.2,4.4
PR20241012738,2024-10-12,HF-FF-CRINKLE-2.5KG,6.61,5.33,Rajkot Plant,Night,OP158,-19.0,3.6
PR20241013851,2024-10-13,HF-FF-SHOESTRING-2.5KG,7.81,6.34,Ahmedabad Plant 2,Evening,OP132,-18.3,2.1
PR20241013197,2024-10-13,HF-POTATO-SMILES-500G,6.63,5.44,Rajkot Plant,Evening,OP153,-18.0,3.5
PR20241013406,2024-10-13,HF-POTATO-CHEESE-BALLS-500G,7.48,6.53,Ahmedabad Plant 2,Evening,OP164,-18.1,2.5
PR20241013990,2024-10-13,HF-PATTY-CUTLET-1KG,2.03,1.75,Rajkot Plant,Morning,OP172,-18.1,2.4
PR20241013419,2024-10-13,HF-HASH-BROWN-1KG,3.37,2.93,Ahmedabad Plant 1,Evening,OP106,-19.4,4.5
PR20241013977,2024-10-13,HF-PATTY-BURGER-1KG,6.71,5.64,Rajkot Plant,Night,OP174,-19.5,2.3
PR20241013198,2024-10-13,HF-HASH-BROWN-1KG,5.54,4.7,Ahmedabad Plant 1,Morning,OP208,-19.1,2.0
PR20241013842,2024-10-13,HF-HASH-BROWN-1KG,3.27,2.86,Ahmedabad Plant 2,Morning,OP224,-19.4,4.8
PR20241013156,2024-10-13,HF-FF-SHOESTRING-2.5KG,5.96,4.57,Ahmedabad Plant 1,Morning,OP156,-18.0,3.8
PR20241013551,2024-10-13,HF-ALOO-TIKKI-1KG,4.67,4.0,Ahmedabad Plant 1,Evening,OP212,-18.4,3.1
PR20241013372,2024-10-13,HF-FF-WEDGES-2.5KG,2.47,1.98,Ahmedabad Plant 1,Morning,OP110,-18.5,3.1
PR20241014922,2024-10-14,HF-HASH-BROWN-1KG,3.52,2.75,Ahmedabad Plant 1,Evening,OP228,-18.6,4.1
PR20241014126,2024-10-14,HF-POTATO-CHEESE-BALLS-500G,4.63,3.51,Ahmedabad Plant 2,Evening,OP101,-18.9,5.4
PR20241014870,2024-10-14,HF-FF-WEDGES-2.5KG,2.6,2.27,Rajkot Plant,Night,OP248,-18.6,2.1
PR20241014199,2024-10-14,HF-POTATO-SMILES-500G,3.52,2.67,Ahmedabad Plant 1,Night,OP229,-19.1,3.3
PR20241014614,2024-10-14,HF-FF-SHOESTRING-2.5KG,6.84,5.78,Ahmedabad Plant 2,Morning,OP170,-18.9,4.2
PR20241014253,2024-10-14,HF-FF-SHOESTRING-2.5KG,5.65,4.44,Ahmedabad Plant 2,Evening,OP160,-18.3,3.5
PR20241014118,2024-10-14,HF-POTATO-CHEESE-BALLS-500G,2.57,2.03,Rajkot Plant,Evening,OP218,-19.1,4.2
PR20241014249,2024-10-14,HF-FF-WEDGES-2.5KG,2.72,2.04,Ahmedabad Plant 2,Night,OP208,-18.2,2.1
PR20241014893,2024-10-14,HF-HASH-BROWN-1KG,4.4,3.52,Ahmedabad Plant 2,Morning,OP171,-18.5,2.9
PR20241014734,2024-10-14,HF-PATTY-CUTLET-1KG,4.38,3.33,Rajkot Plant,Night,OP211,-18.4,3.6
PR20241014163,2024-10-14,HF-FF-CRINKLE-2.5KG,2.57,2.21,Rajkot Plant,Evening,OP109,-19.4,3.5
PR20241014145,2024-10-14,HF-POTATO-CHEESE-BALLS-500G,2.9,2.25,Ahmedabad Plant 2,Night,OP182,-18.2,2.6
PR20241014877,2024-10-14,HF-PATTY-BURGER-1KG,4.54,3.55,Rajkot Plant,Morning,OP174,-19.8,5.8
PR20241014806,2024-10-14,HF-HASH-BROWN-1KG,6.15,5.26,Ahmedabad Plant 2,Morning,OP211,-18.5,4.7
PR20241015906,2024-10-15,HF-ALOO-TIKKI-1KG,2.35,2.06,Ahmedabad Plant 1,Morning,OP136,-19.3,3.3
PR20241015551,2024-10-15,HF-FF-CRINKLE-2.5KG,6.64,4.99,Rajkot Plant,Night,OP181,-18.8,5.6
PR20241015245,2024-10-15,HF-HASH-BROWN-1KG,3.58,3.0,Ahmedabad Plant 1,Evening,OP131,-18.7,3.6
PR20241015625,2024-10-15,HF-HASH-BROWN-1KG,6.48,5.63,Ahmedabad Plant 2,Morning,OP249,-18.3,3.1
PR20241015540,2024-10-15,HF-POTATO-CHEESE-BALLS-500G,4.93,4.09,Ahmedabad Plant 1,Night,OP221,-18.9,5.2
PR20241015243,2024-10-15,HF-FF-SHOESTRING-2.5KG,6.61,5.31,Ahmedabad Plant 1,Evening,OP165,-18.1,2.8
PR20241015654,2024-10-15,HF-PATTY-CUTLET-1KG,4.92,4.28,Ahmedabad Plant 2,Evening,OP120,-19.1,4.1
PR20241015352,2024-10-15,HF-PATTY-ALOO-1KG,6.34,4.88,Ahmedabad Plant 1,Night,OP183,-18.3,3.4
PR20241015667,2024-10-15,HF-FF-CRINKLE-2.5KG,7.97,6.89,Rajkot Plant,Night,OP204,-19.4,3.6
PR20241015313,2024-10-15,HF-PATTY-BURGER-1KG,5.33,4.21,Rajkot Plant,Morning,OP158,-19.3,3.7
PR20241015118,2024-10-15,HF-FF-SHOESTRING-2.5KG,2.72,2.12,Ahmedabad Plant 2,Night,OP161,-19.2,4.8
PR20241015493,2024-10-15,HF-FF-WEDGES-2.5KG,2.58,2.21,Ahmedabad Plant 2,Night,OP200,-19.6,4.9
PR20241015680,2024-10-15,HF-FF-CRINKLE-2.5KG,6.1,4.76,Rajkot Plant,Evening,OP162,-19.8,3.1
PR20241015865,2024-10-15,HF-ALOO-TIKKI-1KG,3.1,2.58,Rajkot Plant,Morning,OP101,-18.7,5.7
PR20241015451,2024-10-15,HF-POTATO-CHEESE-BALLS-500G,4.76,3.67,Ahmedabad Plant 1,Night,OP227,-19.9,4.1
PR20241016269,2024-10-16,HF-PATTY-BURGER-1KG,5.11,4.09,Ahmedabad Plant 1,Evening,OP209,-19.7,3.2
PR20241016487,2024-10-16,HF-FF-CRINKLE-2.5KG,2.08,1.69,Ahmedabad Plant 1,Morning,OP108,-19.9,3.1
PR20241016545,2024-10-16,HF-FF-CRINKLE-2.5KG,3.6,3.05,Rajkot Plant,Evening,OP229,-19.6,3.7
PR20241016977,2024-10-16,HF-FF-CRINKLE-2.5KG,7.0,5.41,Ahmedabad Plant 2,Morning,OP235,-18.7,3.6
PR20241016727,2024-10-16,HF-PATTY-ALOO-1KG,3.88,3.02,Rajkot Plant,Morning,OP246,-18.7,2.1
PR20241016812,2024-10-16,HF-POTATO-CHEESE-BALLS-500G,6.22,5.22,Ahmedabad Plant 2,Evening,OP149,-18.9,3.3
PR20241016538,2024-10-16,HF-HASH-BROWN-1KG,4.6,4.01,Ahmedabad Plant 1,Evening,OP191,-19.2,4.9
PR20241016117,2024-10-16,HF-FF-CRINKLE-2.5KG,3.38,2.58,Rajkot Plant,Morning,OP243,-18.2,3.9
PR20241016591,2024-10-16,HF-POTATO-CHEESE-BALLS-500G,6.3,5.36,Ahmedabad Plant 2,Morning,OP158,-19.4,5.7
PR20241016934,2024-10-16,HF-POTATO-SMILES-500G,2.31,1.99,Ahmedabad Plant 2,Night,OP151,-19.3,2.7
PR20241016494,2024-10-16,HF-FF-CRINKLE-2.5KG,6.09,4.97,Ahmedabad Plant 1,Evening,OP116,-18.7,3.0
PR20241016391,2024-10-16,HF-FF-WEDGES-2.5KG,4.78,3.73,Rajkot Plant,Night,OP199,-18.2,5.4
PR20241016996,2024-10-16,HF-FF-CRINKLE-2.5KG,5.56,4.43,Rajkot Plant,Night,OP120,-18.9,5.5
PR20241016233,2024-10-16,HF-PATTY-BURGER-1KG,3.92,3.13,Ahmedabad Plant 1,Evening,OP140,-19.5,2.8
