batch_id,farmer_id,procurement_date,quantity_mt,variety,quality_grade,price_per_mt,moisture_content,defect_percentage
PB202512103898,F0365,2022-11-13,16.42,Kufri Chipsona,Grade A,17297.91,71.9,2.2
PB202512108292,F0366,2024-11-05,21.55,FL-2027,Premium,18853.01,71.5,1.8
PB202512102970,F0366,2022-03-21,6.81,3797,Grade C,20206.37,78.5,1.4
PB202512103955,F0366,2023-08-20,6.48,FL-1867,Premium,20677.41,80.8,7.3
PB202512103543,F0366,2022-07-24,7.59,3797,Grade A,27409.51,79.7,6.8
PB202512109978,F0366,2024-07-20,6.56,Kufri Chipsona,Grade C,22448.47,72.6,3.3
PB202512102072,F0366,2024-07-06,7.03,3797,Grade C,21381.25,73.1,4.3
PB202512109040,F0367,2024-01-19,10.83,FL-1867,Premium,19120.51,81.1,6.2
PB202512101960,F0367,2024-04-07,7.33,Kufri Chipsona,Premium,24661.77,75.9,2.3
PB202512102490,F0367,2022-07-22,9.16,3797,Grade B,21988.29,71.1,6.3
PB202512109715,F0367,2024-12-15,9.39,Kufri Chipsona,Grade A,17603.27,70.3,2.0
PB202512103219,F0367,2023-02-16,9.33,Kufri Chipsona,Grade A,15380.87,77.9,6.9
PB202512107984,F0367,2023-02-10,14.33,Kufri Chipsona,Grade A,21122.04,72.6,3.3
PB202512109035,F0367,2024-06-10,3.21,FL-2027,Grade A,24964.47,75.0,5.3
PB202512108931,F0368,2022-08-02,8.09,Kufri Chipsona,Grade A,24365.62,77.5,7.5
PB202512105705,F0368,2023-09-19,4.39,FL-2027,Grade A,22873.31,78.6,5.3
PB202512104081,F0368,2024-12-16,9.46,FL-2027,Grade B,17633.03,75.6,3.9
PB202512109893,F0368,2023-09-21,3.43,FL-1867,Grade B,27395.44,79.1,4.4
PB202512109753,F0368,2023-10-05,22.0,FL-2027,Grade B,21280.98,71.6,2.8
PB202512107306,F0368,2022-04-07,6.34,FL-1867,Grade C,26392.08,70.4,7.9
PB202512101859,F0368,2023-12-22,16.37,Kufri Chipsona,Grade C,17514.62,73.5,2.2
PB202512103921,F0368,2024-11-07,24.79,3797,Grade A,21687.9,75.0,7.7
PB202512102616,F0368,2022-04-02,8.59,Kufri Chipsona,Grade C,23848.41,78.1,4.0
PB202512106247,F0368,2023-01-16,18.97,FL-2027,Grade B,15406.32,78.4,1.4
PB202512101255,F0368,2023-02-21,25.43,FL-2027,Grade A,20774.63,72.8,3.3
PB202512102905,F0369,2023-02-26,17.03,3797,Grade C,19176.64,73.4,5.1
PB202512106419,F0369,2022-01-10,12.44,FL-1867,Grade C,15388.44,70.0,1.7
PB202512107091,F0369,2024-03-09,24.81,Kufri Chipsona,Grade B,21730.02,75.1,4.6
PB202512105033,F0369,2022-04-02,3.17,3797,Premium,24408.25,71.7,5.3
PB202512106074,F0369,2024-05-15,9.47,FL-1867,Grade B,21565.59,79.2,1.2
PB202512101167,F0369,2023-07-13,5.0,Kufri Chipsona,Grade A,20885.99,74.2,2.2
PB202512104104,F0369,2024-04-27,4.99,Kufri Chipsona,Grade A,23340.18,73.6,5.6
PB202512107479,F0369,2023-06-04,9.35,FL-2027,Grade A,23204.76,72.3,2.9
PB202512104653,F0369,2024-07-08,8.83,FL-2027,Premium,24573.12,75.5,2.0
PB202512109004,F0369,2022-08-23,5.6,FL-2027,Premium,22227.94,81.3,7.2
PB202512105202,F0370,2023-11-02,7.1,Kufri Chipsona,Premium,18616.57,72.7,3.9
PB202512105664,F0370,2023-08-07,9.01,3797,Grade A,24220.12,74.0,2.5
PB202512107470,F0370,2022-08-11,8.4,FL-1867,Grade B,24996.14,75.6,2.5
PB202512109158,F0370,2022-06-27,4.67,FL-1867,Grade A,27678.75,76.2,3.8
PB202512101584,F0370,2022-09-18,6.17,Kufri Chipsona,Grade A,26231.91,74.1,2.3
PB202512104746,F0370,2024-09-07,6.68,FL-2027,Premium,25321.63,78.6,7.2
PB202512102104,F0371,2023-01-13,14.28,FL-1867,Premium,15527.48,81.5,4.0
PB202512108177,F0371,2024-06-11,6.99,FL-1867,Grade A,25330.44,76.6,2.4
PB202512101672,F0371,2024-06-24,8.04,FL-1867,Grade A,26430.02,76.6,4.4
PB202512101716,F0371,2023-03-07,7.85,FL-2027,Grade B,15587.66,74.1,3.2
PB202512105109,F0371,2022-11-09,28.84,FL-1867,Grade A,20485.36,77.9,4.6
PB202512101924,F0371,2023-12-19,9.18,Kufri Chipsona,Grade A,21849.2,74.5,1.7
PB202512105780,F0371,2024-02-18,17.34,FL-2027,Premium,21117.99,80.6,1.1
PB202512104184,F0371,2023-04-07,9.09,3797,Premium,22171.87,70.5,6.9
PB202512108217,F0371,2024-06-17,8.91,FL-2027,Premium,24769.85,76.9,6.7
PB202512105715,F0371,2023-05-19,8.29,FL-1867,Grade A,27120.84,76.6,7.8
PB202512102067,F0372,2023-10-13,29.9,Kufri Chipsona,Premium,15815.81,80.2,4.5
PB202512103783,F0372,2024-11-26,14.69,3797,Grade A,19291.51,70.7,4.5
PB202512102700,F0372,2024-01-29,26.77,FL-1867,Premium,16494.23,75.1,7.6
PB202512101957,F0372,2022-01-13,15.71,Kufri Chipsona,Grade A,17508.57,75.3,4.6
PB202512101576,F0372,2022-09-03,7.06,FL-2027,Grade B,26405.54,75.4,6.7
PB202512108805,F0372,2022-02-10,18.34,Kufri Chipsona,Grade A,17369.36,77.9,6.0
PB202512104893,F0373,2024-03-03,18.95,Kufri Chipsona,Grade A,15396.3,72.0,3.0
PB202512108454,F0373,2023-05-28,4.26,Kufri Chipsona,Grade A,25387.37,70.2,6.3
PB202512106900,F0373,2022-11-10,11.63,FL-1867,Grade A,17170.15,76.3,2.5
PB202512103856,F0373,2022-10-23,27.11,Kufri Chipsona,Grade A,15597.58,75.3,6.9
PB202512107030,F0373,2023-06-11,6.93,FL-2027,Grade B,22338.64,75.0,5.9
PB202512103359,F0373,2024-06-03,9.79,FL-2027,Grade B,27145.11,74.1,8.0
PB202512109871,F0373,2024-07-30,2.03,FL-1867,Grade A,20221.04,79.9,2.4
PB202512106782,F0373,2024-04-03,2.49,FL-1867,Premium,21897.18,75.1,6.1
PB202512108546,F0374,2024-05-12,6.99,Kufri Chipsona,Grade B,21900.97,76.0,7.5
PB202512108594,F0374,2024-06-28,8.52,3797,Grade C,22585.52,81.8,6.0
PB202512107535,F0374,2023-11-23,6.56,FL-1867,Grade A,15246.12,72.0,6.1
PB202512104554,F0374,2024-12-21,9.59,FL-1867,Premium,18580.41,71.1,7.4
PB202512106954,F0374,2023-02-03,13.6,Kufri Chipsona,Grade C,21356.92,81.3,1.0
PB202512106028,F0374,2024-04-16,5.71,FL-1867,Grade A,20197.25,80.9,4.6
PB202512102780,F0374,2024-03-15,6.87,Kufri Chipsona,Premium,15771.94,74.6,7.6
PB202512107752,F0374,2023-09-08,7.54,FL-2027,Grade C,26940.95,74.4,1.3
PB202512103567,F0374,2023-02-13,29.36,Kufri Chipsona,Premium,15120.21,81.4,3.6
PB202512108257,F0374,2024-11-25,5.25,FL-2027,Grade A,19824.1,81.8,7.8
PB202512103823,F0375,2024-03-01,9.02,3797,Grade A,16268.73,76.8,5.5
PB202512104240,F0375,2022-11-16,23.49,FL-1867,Grade A,16267.35,81.5,5.5
PB202512105025,F0375,2024-04-22,8.78,FL-1867,Grade A,24320.53,75.0,7.8
PB202512109693,F0375,2024-09-23,6.66,FL-2027,Grade A,26934.99,81.4,5.7
PB202512102404,F0375,2022-07-18,6.39,FL-2027,Grade B,20028.09,70.5,2.4
PB202512101864,F0375,2022-01-18,9.65,3797,Grade C,16783.31,73.7,3.5
PB202512106844,F0375,2022-07-04,5.36,FL-1867,Grade A,20790.93,70.5,5.7
PB202512102081,F0376,2023-03-13,18.43,3797,Grade A,18109.01,77.6,6.8
PB202512108317,F0376,2023-10-09,15.69,Kufri Chipsona,Grade A,19487.84,81.4,6.9
PB202512105747,F0376,2023-11-25,15.65,3797,Grade B,19513.02,72.1,4.9
PB202512103618,F0376,2022-07-27,9.85,FL-1867,Grade B,24146.52,81.1,3.9
PB202512109721,F0376,2022-12-01,29.97,Kufri Chipsona,Grade A,19054.54,70.5,5.1
PB202512108693,F0376,2022-11-21,11.86,3797,Grade A,15227.37,79.9,2.9
PB202512103402,F0377,2022-08-21,8.37,Kufri Chipsona,Grade B,22305.74,72.3,7.8
PB202512103221,F0377,2022-07-18,4.89,Kufri Chipsona,Grade B,24811.01,77.3,4.9
PB202512103792,F0377,2024-08-26,9.32,FL-2027,Grade A,25395.53,74.8,7.0
PB202512103979,F0377,2024-01-13,9.53,Kufri Chipsona,Grade C,18809.66,81.4,5.4
PB202512106633,F0377,2022-02-10,25.42,3797,Grade C,19574.93,80.1,7.6
PB202512102128,F0377,2022-06-24,4.18,FL-1867,Grade B,21357.29,75.8,5.9
PB202512107449,F0377,2022-10-04,10.68,FL-1867,Grade A,15028.71,74.1,7.8
PB202512106254,F0378,2023-02-08,22.37,3797,Grade C,17809.28,72.3,3.5
PB202512109105,F0378,2022-06-20,3.36,FL-2027,Grade A,20850.45,80.9,8.0
PB202512106983,F0378,2024-05-05,3.31,3797,Grade C,20436.18,74.0,4.2
PB202512109526,F0378,2023-01-29,10.12,FL-2027,Grade A,17109.97,72.4,6.4
PB202512103734,F0378,2024-09-29,7.7,FL-2027,Grade A,25079.61,74.6,7.4
PB202512108093,F0379,2023-09-20,9.76,3797,Grade A,21389.11,72.7,4.7
PB202512108505,F0379,2022-03-24,7.28,FL-2027,Grade A,18055.14,77.0,4.7
PB202512103140,F0379,2023-11-13,13.27,FL-2027,Grade A,18797.12,81.5,2.4
PB202512104270,F0379,2022-02-09,21.37,Kufri Chipsona,Grade A,15303.78,70.8,4.9
PB202512105428,F0379,2024-02-18,7.62,Kufri Chipsona,Grade A,15156.43,72.1,5.0
PB202512109398,F0379,2023-11-19,22.58,Kufri Chipsona,Grade A,16417.35,78.0,2.3
PB202512103168,F0379,2024-04-13,6.91,3797,Grade B,23295.68,77.8,8.0
PB202512105369,F0380,2023-01-31,28.45,FL-2027,Grade A,15029.97,80.6,1.5
PB202512102389,F0380,2024-07-10,9.62,3797,Grade C,22254.61,74.6,1.6
PB202512101376,F0380,2024-11-08,7.81,FL-1867,Grade B,20087.18,81.3,5.3
PB202512103901,F0380,2022-08-08,7.73,3797,Premium,26095.76,73.2,1.3
PB202512104882,F0380,2022-05-14,2.01,FL-2027,Premium,22805.19,72.9,1.4
PB202512101220,F0380,2022-06-04,3.44,3797,Premium,20995.99,81.0,2.0
PB202512108549,F0380,2022-05-25,6.3,3797,Premium,24744.85,76.5,1.7
PB202512101920,F0380,2022-08-05,4.55,FL-1867,Grade A,20410.16,74.7,2.3
PB202512102500,F0381,2022-06-16,6.49,FL-2027,Premium,25542.47,76.4,4.0
PB202512104818,F0381,2024-06-05,5.1,FL-1867,Grade B,26733.53,72.6,6.1
PB202512107338,F0381,2022-04-13,8.06,3797,Grade B,23353.6,73.6,4.3
PB202512104232,F0381,2024-12-20,7.33,Kufri Chipsona,Premium,15321.51,71.3,2.3
PB202512102003,F0381,2023-01-17,17.6,Kufri Chipsona,Grade A,20943.96,72.8,7.5
PB202512102303,F0381,2023-01-14,28.87,FL-1867,Grade A,21712.33,80.1,3.5
PB202512109880,F0381,2023-02-09,6.82,FL-1867,Grade A,18981.73,76.7,6.9
PB202512106265,F0382,2022-06-05,9.97,FL-1867,Premium,24065.26,74.1,2.3
PB202512105861,F0382,2022-11-29,5.12,Kufri Chipsona,Grade A,18563.8,76.7,6.8
PB202512104575,F0382,2024-11-03,17.61,Kufri Chipsona,Grade A,21415.28,77.5,6.9
PB202512104944,F0382,2023-05-29,3.19,FL-2027,Grade B,26842.69,78.1,2.2
PB202512103642,F0382,2023-05-31,3.52,FL-2027,Grade A,27412.0,70.4,4.2
PB202512101989,F0383,2022-05-09,4.51,Kufri Chipsona,Grade A,25320.62,80.1,3.5
PB202512108306,F0383,2022-06-13,5.42,FL-2027,Grade B,27855.34,79.4,7.3
PB202512106922,F0383,2022-06-30,5.51,FL-2027,Grade A,21872.61,74.9,6.0
PB202512106227,F0383,2023-06-22,2.88,Kufri Chipsona,Grade B,22163.75,70.6,4.0
PB202512105919,F0384,2024-09-10,8.62,Kufri Chipsona,Grade A,20197.31,78.1,7.5
PB202512104117,F0384,2023-10-04,10.92,FL-1867,Grade A,19855.44,81.7,7.7
PB202512106781,F0384,2022-12-16,10.87,Kufri Chipsona,Premium,15702.32,71.8,5.9
PB202512106314,F0384,2024-08-10,7.81,Kufri Chipsona,Grade B,25393.89,74.0,2.2
PB202512108608,F0384,2024-08-07,6.65,Kufri Chipsona,Grade B,23869.44,78.7,4.1
PB202512107317,F0384,2022-11-09,13.47,Kufri Chipsona,Premium,17054.35,72.5,2.9
PB202512106189,F0384,2022-02-20,7.37,Kufri Chipsona,Grade B,17428.0,70.4,2.3
PB202512101228,F0384,2022-11-02,23.67,Kufri Chipsona,Grade A,17278.28,78.0,6.0
PB202512104013,F0384,2022-12-20,19.53,FL-1867,Premium,21710.88,70.3,6.2
PB202512103455,F0385,2022-02-03,28.97,3797,Grade A,21035.9,72.0,3.3
PB202512109148,F0385,2023-11-22,9.31,Kufri Chipsona,Premium,19209.16,78.5,3.2
PB202512105549,F0385,2022-11-21,18.49,FL-1867,Grade A,19836.44,75.1,7.0
PB202512109177,F0385,2023-01-25,24.29,Kufri Chipsona,Grade A,15452.66,77.5,2.6
PB202512103618,F0385,2024-06-10,6.46,Kufri Chipsona,Grade C,27655.11,80.5,3.8
PB202512102096,F0386,2023-12-25,12.29,3797,Grade C,16640.84,76.4,1.8
PB202512103317,F0386,2024-09-03,6.39,FL-1867,Grade A,20010.67,73.9,2.5
PB202512104545,F0386,2024-11-28,29.28,Kufri Chipsona,Grade C,20090.7,74.2,1.6
PB202512106046,F0386,2024-10-01,17.92,FL-1867,Premium,16494.14,76.4,6.8
PB202512108028,F0387,2023-09-29,6.93,FL-2027,Grade B,25070.31,76.5,7.5
PB202512106588,F0387,2022-09-23,9.46,3797,Grade A,24101.79,73.7,4.2
PB202512108758,F0387,2022-09-20,3.49,FL-2027,Grade A,25090.75,76.0,1.7
PB202512107832,F0387,2022-02-06,9.94,FL-1867,Grade A,18357.42,80.7,5.0
PB202512104824,F0387,2023-03-05,22.04,3797,Grade C,17373.2,76.9,4.1
PB202512106582,F0387,2024-09-02,7.27,3797,Grade B,20404.6,75.9,3.1
PB202512106272,F0387,2023-02-03,13.15,FL-1867,Grade C,21726.42,72.2,3.2
PB202512105081,F0387,2023-05-01,6.08,Kufri Chipsona,Grade B,26904.22,75.0,6.2
PB202512106135,F0387,2024-08-20,8.85,FL-2027,Grade B,22480.13,74.7,3.5
PB202512102332,F0388,2022-10-31,25.82,Kufri Chipsona,Grade A,15310.43,73.7,5.8
PB202512105358,F0388,2024-08-05,6.52,FL-2027,Grade A,23490.31,76.5,2.4
PB202512104165,F0388,2024-07-09,5.45,3797,Grade A,24013.62,80.8,2.8
PB202512101967,F0388,2022-10-21,26.7,Kufri Chipsona,Grade A,19509.69,70.2,6.1
PB202512101050,F0388,2023-05-21,2.28,3797,Premium,27979.05,80.5,3.1
PB202512108906,F0388,2023-12-31,11.44,FL-1867,Grade B,17670.09,74.3,3.6
PB202512108941,F0388,2023-07-13,4.55,3797,Grade C,24969.07,72.0,6.9
PB202512104083,F0388,2023-02-14,25.31,FL-2027,Grade B,18335.38,80.2,2.7
PB202512104193,F0388,2023-08-29,2.14,3797,Grade B,24953.66,75.5,5.0
PB202512107930,F0388,2023-05-24,9.19,FL-2027,Grade B,27759.4,77.6,6.3
PB202512105851,F0389,2023-06-19,2.67,FL-2027,Premium,21285.72,78.8,4.0
PB202512107904,F0389,2022-03-01,16.15,FL-2027,Grade B,17160.25,77.3,2.3
PB202512103418,F0389,2024-01-25,20.67,Kufri Chipsona,Grade A,16216.59,70.8,3.3
PB202512108276,F0389,2024-02-22,10.78,3797,Grade A,21222.94,70.7,2.2
PB202512108470,F0389,2022-08-09,6.39,3797,Grade C,23848.54,70.6,1.1
PB202512108427,F0389,2023-02-10,29.7,3797,Grade B,19611.84,74.4,4.3
PB202512106288,F0389,2022-11-30,11.66,FL-2027,Grade A,17414.12,77.8,7.2
PB202512106349,F0389,2022-09-11,3.47,Kufri Chipsona,Premium,26722.89,71.5,2.5
PB202512107144,F0390,2022-10-18,5.93,FL-2027,Grade A,15985.68,81.0,4.2
PB202512107480,F0390,2024-06-08,2.62,FL-1867,Grade A,27677.81,80.5,6.3
PB202512101565,F0390,2023-10-31,28.34,3797,Grade A,16540.91,80.0,5.8
PB202512101645,F0390,2023-10-26,26.74,FL-2027,Grade A,20578.38,74.2,6.4
PB202512102112,F0390,2022-09-28,4.1,FL-1867,Grade A,22628.74,71.3,7.5
PB202512103676,F0390,2022-11-07,12.28,FL-1867,Premium,18644.36,74.7,7.7
PB202512106850,F0390,2022-07-08,4.68,3797,Grade B,26228.37,80.3,4.0
PB202512102139,F0390,2022-06-16,5.03,Kufri Chipsona,Grade A,25981.97,81.0,6.3
PB202512109596,F0390,2024-03-31,10.68,Kufri Chipsona,Grade A,21218.15,74.7,5.0
PB202512102465,F0391,2022-11-14,25.79,FL-1867,Grade A,16318.76,79.4,5.2
PB202512105272,F0391,2024-07-07,9.15,FL-1867,Premium,21375.76,75.0,6.8
PB202512101396,F0391,2023-05-06,2.15,FL-2027,Premium,20897.61,81.9,3.0
PB202512101691,F0391,2023-04-07,9.8,FL-1867,Grade A,21460.25,74.3,6.3
PB202512103255,F0391,2023-04-22,7.26,3797,Grade C,24648.98,76.4,6.9
PB202512107484,F0391,2023-10-24,10.87,FL-2027,Grade A,18097.3,71.9,5.2
PB202512109064,F0391,2024-11-10,11.26,FL-2027,Grade B,17336.89,75.7,1.2
PB202512101657,F0391,2024-04-29,2.74,FL-1867,Grade A,25487.43,75.1,7.1
PB202512109052,F0391,2022-03-15,22.37,FL-2027,Premium,15056.71,77.4,1.7
PB202512107031,F0391,2023-12-17,24.52,FL-1867,Grade B,21940.55,76.4,5.8
PB202512101120,F0392,2023-03-12,10.93,3797,Premium,18063.18,80.3,2.2
PB202512109370,F0392,2023-06-29,4.12,Kufri Chipsona,Grade A,23563.47,78.5,3.6
PB202512105198,F0392,2022-11-24,28.19,3797,Grade B,15661.2,74.4,6.0
PB202512105265,F0392,2023-02-05,10.65,Kufri Chipsona,Grade A,19594.89,72.0,1.4
PB202512108399,F0392,2022-09-02,2.97,FL-2027,Grade B,27439.88,76.6,6.6
PB202512109385,F0392,2024-07-01,4.66,Kufri Chipsona,Grade A,24741.27,75.9,7.6
PB202512101682,F0392,2023-02-24,23.69,Kufri Chipsona,Premium,20113.8,70.6,4.8
PB202512104368,F0392,2022-08-07,5.74,FL-1867,Grade B,27422.74,73.1,2.9
PB202512104511,F0392,2023-09-04,5.29,3797,Grade B,21946.96,71.6,7.0
PB202512104765,F0392,2024-01-10,18.96,3797,Grade A,21029.54,80.0,3.0
PB202512101202,F0393,2024-11-12,18.69,FL-1867,Premium,15582.52,81.0,3.8
PB202512104380,F0393,2023-01-06,14.84,Kufri Chipsona,Grade B,17119.29,75.5,2.8
PB202512108501,F0393,2024-03-06,14.37,Kufri Chipsona,Grade B,20599.63,80.0,3.1
PB202512108867,F0393,2022-12-05,16.73,3797,Grade C,21116.74,70.6,7.2
PB202512102757,F0393,2023-05-24,3.75,FL-2027,Premium,25428.31,77.0,4.9
PB202512101183,F0393,2022-03-05,26.48,3797,Grade A,15711.01,74.2,4.8
PB202512107249,F0393,2022-01-01,25.28,FL-1867,Grade A,16515.1,79.6,3.8
PB202512104125,F0394,2022-04-20,3.51,Kufri Chipsona,Grade A,26071.89,71.1,4.6
PB202512107840,F0394,2024-02-03,6.6,FL-2027,Premium,17494.92,77.2,4.9
PB202512102967,F0394,2023-09-02,5.24,3797,Grade B,23432.38,72.7,4.2
PB202512104353,F0394,2022-10-18,28.83,FL-2027,Grade A,20953.17,71.7,1.2
PB202512108807,F0394,2022-03-04,28.34,FL-1867,Grade B,18687.25,76.5,6.5
PB202512104847,F0395,2022-08-19,4.52,Kufri Chipsona,Premium,23855.26,81.6,5.7
PB202512108859,F0395,2023-07-14,3.23,FL-2027,Grade A,21065.81,72.5,6.4
PB202512107513,F0395,2022-11-10,12.38,Kufri Chipsona,Premium,15149.72,81.3,2.2
PB202512108085,F0395,2022-03-03,5.24,Kufri Chipsona,Premium,16659.92,72.8,4.0
PB202512101721,F0396,2022-12-25,28.01,FL-2027,Grade C,21154.29,75.5,3.9
PB202512108850,F0396,2023-07-30,6.44,FL-1867,Grade B,21947.63,70.6,7.6
PB202512105455,F0396,2023-07-02,3.49,FL-1867,Premium,21587.21,75.7,4.4
PB202512101031,F0396,2023-04-26,2.15,FL-2027,Grade B,21183.64,74.5,5.8
PB202512109004,F0396,2024-06-10,3.83,FL-1867,Grade A,23384.12,76.7,7.2
PB202512102448,F0396,2022-04-07,4.61,3797,Grade A,21068.47,75.9,6.2
PB202512109922,F0396,2024-07-23,2.88,FL-1867,Grade B,23397.47,70.2,1.2
PB202512107082,F0396,2024-02-04,17.07,FL-1867,Grade B,17087.38,80.1,5.2
PB202512106681,F0396,2023-10-19,16.35,Kufri Chipsona,Grade B,17855.55,76.0,1.3
PB202512107096,F0396,2022-12-23,27.32,Kufri Chipsona,Grade A,21988.12,72.2,1.8
PB202512109102,F0397,2023-08-22,3.15,Kufri Chipsona,Premium,25288.22,77.9,6.9
PB202512102416,F0397,2024-01-08,23.8,3797,Grade C,18147.83,77.4,5.8
PB202512106876,F0397,2022-10-09,17.82,Kufri Chipsona,Grade A,18329.56,77.7,4.9
PB202512103691,F0397,2024-07-12,7.15,FL-2027,Grade B,24902.84,78.6,5.5
PB202512103376,F0397,2023-12-05,17.99,3797,Grade A,19772.58,75.4,2.7
PB202512103285,F0397,2022-11-23,5.04,FL-1867,Grade B,18919.75,77.1,7.8
PB202512107864,F0397,2024-03-22,14.04,FL-2027,Premium,17758.93,72.4,1.5
PB202512109512,F0397,2024-10-23,24.32,FL-2027,Grade A,16747.77,77.3,5.8
PB202512103698,F0397,2022-01-09,16.78,FL-1867,Grade A,21134.46,75.3,3.0
PB202512107116,F0398,2024-09-28,9.17,Kufri Chipsona,Premium,26892.51,72.0,1.2
PB202512107435,F0398,2024-12-07,7.25,FL-1867,Grade B,17005.83,81.7,4.9
PB202512102743,F0398,2023-12-21,14.33,FL-1867,Grade B,21221.01,75.4,3.2
PB202512104085,F0398,2024-07-18,9.53,FL-2027,Premium,26796.14,80.1,4.6
PB202512109113,F0398,2024-10-30,24.74,FL-1867,Grade B,16255.47,76.9,7.9
PB202512106022,F0398,2022-05-28,4.33,FL-1867,Grade B,26354.82,75.9,1.3
PB202512104428,F0398,2024-04-11,8.1,FL-2027,Grade A,21348.55,77.6,1.6
PB202512101509,F0398,2023-01-27,28.67,3797,Premium,17042.07,72.7,1.9
PB202512102168,F0398,2022-09-05,9.57,FL-2027,Premium,25695.23,78.9,4.5
PB202512107912,F0399,2024-07-15,5.8,3797,Grade C,20880.17,76.7,2.7
PB202512105918,F0399,2024-04-05,9.82,3797,Premium,26372.65,75.0,2.1
PB202512105977,F0399,2024-03-05,24.63,Kufri Chipsona,Grade A,15854.38,72.3,2.5
PB202512101686,F0399,2024-09-06,6.46,Kufri Chipsona,Grade A,26296.45,73.8,1.6
PB202512106758,F0399,2022-03-06,16.61,FL-2027,Grade A,20236.77,72.7,2.5
PB202512107287,F0399,2023-06-08,9.58,FL-2027,Grade B,27633.23,81.9,6.7
PB202512106751,F0399,2024-05-15,3.51,Kufri Chipsona,Grade B,21695.85,74.1,3.2
PB202512108986,F0399,2022-02-25,28.91,FL-2027,Grade A,20523.52,78.7,2.3
PB202512102359,F0400,2023-06-01,9.28,FL-1867,Grade A,26622.96,72.0,7.1
PB202512106527,F0400,2022-07-12,4.18,FL-1867,Grade A,20646.96,77.9,5.6
PB202512106075,F0400,2024-08-19,2.76,Kufri Chipsona,Premium,22550.81,81.9,5.7
PB202512102555,F0400,2023-03-20,23.25,FL-2027,Grade A,16490.42,70.9,2.9
PB202512101462,F0400,2022-09-20,3.99,Kufri Chipsona,Grade A,21876.35,72.3,5.0
PB202512108588,F0400,2022-05-22,4.62,3797,Grade A,26562.76,72.2,4.3
PB202512109776,F0400,2024-03-05,5.34,FL-2027,Grade B,18371.78,70.7,7.8
PB202512109466,F0400,2023-06-03,8.32,Kufri Chipsona,Grade A,23920.89,71.0,5.1
PB202512105806,F0400,2022-12-23,23.97,FL-1867,Grade C,16335.02,76.8,6.7
PB202512106429,F0400,2022-03-23,24.21,Kufri Chipsona,Grade A,20620.94,80.6,7.6
PB202512102258,F0400,2022-08-13,5.24,FL-1867,Grade B,24550.15,79.5,5.9
PB202512107345,F0401,2024-09-22,9.96,FL-1867,Premium,20109.42,74.3,3.0
PB202512103992,F0401,2024-02-11,11.56,FL-1867,Premium,16557.71,78.5,1.6
PB202512109083,F0401,2023-11-28,23.54,FL-1867,Grade B,19853.98,73.0,2.8
PB202512102902,F0401,2024-06-29,7.03,FL-2027,Grade B,26097.37,80.5,7.0
PB202512101387,F0401,2022-12-03,29.12,Kufri Chipsona,Premium,19069.69,80.9,6.7
PB202512108044,F0401,2024-10-13,27.37,FL-2027,Grade A,15081.39,81.6,4.3
PB202512107034,F0401,2024-12-11,24.95,FL-2027,Grade B,15890.43,74.8,2.9
PB202512105569,F0401,2024-05-07,4.33,Kufri Chipsona,Grade A,20986.04,79.7,1.1
PB202512102429,F0401,2024-05-14,4.5,3797,Premium,21395.28,77.1,2.8
PB202512109308,F0401,2024-01-03,11.47,FL-1867,Grade A,18418.37,77.8,1.8
PB202512103654,F0401,2022-10-09,9.39,FL-2027,Premium,16730.22,81.7,3.8
PB202512109944,F0402,2023-02-07,19.97,3797,Grade A,16690.8,75.9,1.5
PB202512104039,F0402,2023-06-23,2.28,Kufri Chipsona,Grade A,23749.87,74.8,2.0
PB202512104805,F0402,2022-08-26,7.5,FL-1867,Grade A,27943.23,74.7,5.4
PB202512107401,F0402,2022-10-29,29.07,FL-2027,Grade A,20820.74,75.6,6.2
PB202512101199,F0402,2024-02-01,8.2,FL-2027,Premium,18584.73,73.3,2.1
PB202512109692,F0402,2024-12-10,15.66,FL-2027,Grade B,15917.1,78.4,4.2
PB202512104992,F0403,2022-10-08,18.28,Kufri Chipsona,Grade A,16024.63,71.7,5.1
PB202512108778,F0403,2023-03-14,29.63,Kufri Chipsona,Premium,15673.75,73.4,7.1
PB202512103824,F0403,2024-09-07,2.58,Kufri Chipsona,Premium,27007.09,76.3,3.9
PB202512103080,F0403,2022-05-26,4.48,FL-1867,Premium,22376.94,73.7,7.2
PB202512102189,F0403,2022-05-20,7.79,FL-1867,Grade A,25357.78,79.6,2.8
PB202512107774,F0403,2023-05-21,6.94,3797,Grade A,23680.53,79.4,3.2
PB202512107658,F0403,2023-04-07,7.15,FL-2027,Grade B,27057.7,74.8,1.5
PB202512106250,F0403,2024-06-03,6.13,Kufri Chipsona,Premium,22767.78,78.1,7.7
PB202512107122,F0404,2023-01-30,17.14,Kufri Chipsona,Grade B,18263.33,77.9,1.7
PB202512104681,F0404,2024-07-10,4.03,FL-1867,Grade A,27351.83,78.0,1.1
PB202512109348,F0404,2024-09-08,3.64,Kufri Chipsona,Grade A,25462.7,79.2,6.9
PB202512109540,F0404,2022-11-19,12.3,3797,Premium,21517.2,76.6,5.9
PB202512101506,F0405,2022-06-03,6.77,Kufri Chipsona,Grade A,20981.92,81.6,1.9
PB202512103384,F0405,2022-05-16,4.04,FL-2027,Grade A,26509.02,77.4,6.9
PB202512105601,F0405,2024-01-27,17.89,Kufri Chipsona,Grade A,17638.95,81.1,1.3
