wastage_id,batch_id,wastage_date,wastage_type,quantity_kg,recovery_possible,cost_impact_inr
WS007036,PR20230907837,2023-09-07,Expired Stock,205.05,Yes,24898.91
WS007045,PR20230908389,2023-09-08,Spillage,79.92,Yes,9614.03
WS007050,PR20230909257,2023-09-09,Processing Waste,248.98,Yes,21753.71
WS007060,PR20230910270,2023-09-10,Expired Stock,381.06,No,45063.55
WS007067,PR20230910528,2023-09-10,Quality Rejection,419.47,Yes,47637.41
WS007068,PR20230910217,2023-09-10,Spillage,152.01,Yes,19740.63
WS007069,PR20230910504,2023-09-10,Spillage,114.1,Yes,15893.38
WS007072,PR20230911662,2023-09-11,Expired Stock,306.49,No,39719.34
WS007076,PR20230911834,2023-09-11,Quality Rejection,126.28,No,16312.0
WS007078,PR20230911134,2023-09-11,Quality Rejection,116.23,No,16858.97
WS007082,PR20230912735,2023-09-12,Spillage,378.26,No,47863.65
WS007089,PR20230912852,2023-09-12,Expired Stock,241.49,Yes,33562.55
WS007110,PR20230914578,2023-09-14,Quality Rejection,135.96,Yes,15188.9
WS007116,PR20230915757,2023-09-15,Quality Rejection,86.63,Yes,7994.73
WS007127,PR20230916926,2023-09-16,Quality Rejection,276.38,Yes,37266.68
WS007129,PR20230916926,2023-09-16,Spillage,290.11,Yes,33231.96
WS007144,PR20230918258,2023-09-18,Expired Stock,244.3,Yes,23635.08
WS007159,PR20230919375,2023-09-19,Quality Rejection,44.79,Yes,4137.51
WS007171,PR20230920368,2023-09-20,Expired Stock,104.26,No,13263.4
WS007186,PR20230922454,2023-09-22,Expired Stock,180.39,No,26906.42
WS007192,PR20230922612,2023-09-22,Spillage,447.24,No,43488.2
WS007194,PR20230922101,2023-09-22,Processing Waste,296.56,No,23977.48
WS007199,PR20230923502,2023-09-23,Processing Waste,335.25,Yes,41239.26
WS007214,PR20230924621,2023-09-24,Spillage,77.78,Yes,8936.64
WS007226,PR20230925717,2023-09-25,Quality Rejection,630.55,Yes,87948.49
WS007227,PR20230925635,2023-09-25,Spillage,222.2,No,23937.66
WS007233,PR20230926632,2023-09-26,Quality Rejection,557.08,No,79662.89
WS007240,PR20230927646,2023-09-27,Processing Waste,396.89,Yes,58085.75
WS007245,PR20230927183,2023-09-27,Processing Waste,120.69,No,16933.57
WS007256,PR20230928456,2023-09-28,Expired Stock,110.32,Yes,15297.8
WS007257,PR20230928854,2023-09-28,Quality Rejection,284.87,No,34920.01
WS007263,PR20230928711,2023-09-28,Processing Waste,185.08,No,26374.96
WS007280,PR20230930998,2023-09-30,Quality Rejection,98.25,No,14385.32
WS007286,PR20230930136,2023-09-30,Expired Stock,262.62,Yes,29859.24
WS007287,PR20231001442,2023-10-01,Processing Waste,226.77,No,28716.51
WS007298,PR20231002522,2023-10-02,Processing Waste,244.59,Yes,28925.98
WS007306,PR20231002958,2023-10-02,Processing Waste,124.21,No,18385.46
WS007307,PR20231002877,2023-10-02,Quality Rejection,242.82,No,22972.84
WS007322,PR20231003288,2023-10-03,Expired Stock,161.29,Yes,19963.46
WS007326,PR20231004381,2023-10-04,Quality Rejection,275.94,Yes,32956.89
WS007330,PR20231004533,2023-10-04,Spillage,293.27,No,25391.29
WS007335,PR20231004843,2023-10-04,Expired Stock,129.18,No,11669.1
WS007342,PR20231005889,2023-10-05,Quality Rejection,152.37,Yes,13963.39
WS007355,PR20231006453,2023-10-06,Processing Waste,215.94,No,32265.65
WS007362,PR20231007355,2023-10-07,Processing Waste,198.25,No,23707.52
WS007373,PR20231008877,2023-10-08,Quality Rejection,49.26,No,6721.38
WS007380,PR20231008733,2023-10-08,Quality Rejection,235.91,Yes,22650.78
WS007382,PR20231008855,2023-10-08,Spillage,127.7,Yes,12670.48
WS007383,PR20231008388,2023-10-08,Processing Waste,398.52,No,32305.71
WS007386,PR20231009137,2023-10-09,Expired Stock,136.65,Yes,14847.61
WS007389,PR20231009238,2023-10-09,Expired Stock,102.24,Yes,12700.94
WS007394,PR20231009946,2023-10-09,Processing Waste,168.5,No,25199.69
WS007396,PR20231009849,2023-10-09,Quality Rejection,182.7,No,16512.82
WS007404,PR20231010889,2023-10-10,Quality Rejection,50.0,No,5471.96
WS007406,PR20231010453,2023-10-10,Processing Waste,162.68,Yes,18011.68
WS007410,PR20231011207,2023-10-11,Expired Stock,83.85,Yes,9576.48
WS007413,PR20231011731,2023-10-11,Spillage,75.65,No,8709.64
WS007426,PR20231012891,2023-10-12,Processing Waste,103.61,Yes,12987.75
WS007433,PR20231013536,2023-10-13,Quality Rejection,408.81,No,58072.17
WS007436,PR20231013999,2023-10-13,Quality Rejection,193.5,No,20288.79
WS007438,PR20231014938,2023-10-14,Quality Rejection,373.81,Yes,46697.68
WS007450,PR20231015759,2023-10-15,Processing Waste,160.12,Yes,20675.24
WS007454,PR20231015284,2023-10-15,Spillage,161.96,Yes,20399.53
WS007466,PR20231016316,2023-10-16,Expired Stock,196.93,Yes,24047.06
WS007478,PR20231017153,2023-10-17,Spillage,97.07,Yes,9054.57
WS007489,PR20231018363,2023-10-18,Spillage,510.08,Yes,54358.83
WS007496,PR20231019228,2023-10-19,Expired Stock,181.8,Yes,18269.44
WS007503,PR20231019927,2023-10-19,Expired Stock,74.24,No,9992.01
WS007510,PR20231020735,2023-10-20,Quality Rejection,392.61,Yes,54392.17
WS007514,PR20231021113,2023-10-21,Expired Stock,175.83,No,19129.7
WS007517,PR20231021424,2023-10-21,Quality Rejection,475.26,No,49529.41
WS007531,PR20231022912,2023-10-22,Quality Rejection,52.52,No,6735.88
WS007538,PR20231023720,2023-10-23,Spillage,67.88,No,7575.61
WS007539,PR20231023455,2023-10-23,Expired Stock,128.13,No,13762.13
WS007547,PR20231023895,2023-10-23,Expired Stock,265.1,No,32586.26
WS007551,PR20231024186,2023-10-24,Processing Waste,108.93,No,14246.42
WS007555,PR20231024526,2023-10-24,Expired Stock,320.57,Yes,29379.43
WS007556,PR20231024554,2023-10-24,Spillage,163.83,Yes,19403.82
WS007560,PR20231025884,2023-10-25,Processing Waste,368.36,No,53681.74
WS007564,PR20231025948,2023-10-25,Expired Stock,43.56,No,5432.6
WS007578,PR20231026802,2023-10-26,Expired Stock,162.56,Yes,21989.66
WS007584,PR20231026840,2023-10-26,Processing Waste,196.22,No,16886.12
WS007593,PR20231027652,2023-10-27,Spillage,70.84,No,10406.17
WS007617,PR20231030375,2023-10-30,Spillage,496.96,No,71891.39
WS007621,PR20231030194,2023-10-30,Spillage,437.8,No,50349.97
WS007630,PR20231031693,2023-10-31,Processing Waste,562.41,No,80121.98
WS007631,PR20231031969,2023-10-31,Quality Rejection,100.41,Yes,13745.09
WS007633,PR20231031469,2023-10-31,Quality Rejection,482.76,Yes,43152.4
WS007636,PR20231101497,2023-11-01,Spillage,301.12,Yes,34310.99
WS007641,PR20231101980,2023-11-01,Spillage,249.02,No,34194.38
WS007646,PR20231101317,2023-11-01,Expired Stock,181.23,Yes,15453.4
WS007680,PR20231105430,2023-11-05,Processing Waste,245.82,Yes,26154.04
WS007712,PR20231108726,2023-11-08,Quality Rejection,349.66,Yes,42721.24
WS007714,PR20231108608,2023-11-08,Quality Rejection,202.2,No,16235.94
WS007716,PR20231108356,2023-11-08,Quality Rejection,411.44,No,45022.49
WS007721,PR20231109324,2023-11-09,Spillage,208.78,Yes,31152.88
WS007725,PR20231109201,2023-11-09,Processing Waste,243.29,Yes,28657.6
WS007732,PR20231110439,2023-11-10,Expired Stock,506.56,Yes,48577.52
WS007739,PR20231110362,2023-11-10,Expired Stock,366.06,Yes,51345.3
WS007745,PR20231111893,2023-11-11,Expired Stock,155.71,Yes,15030.1
WS007750,PR20231112241,2023-11-12,Processing Waste,143.96,Yes,21517.85
WS007760,PR20231113456,2023-11-13,Processing Waste,340.34,Yes,38888.61
WS007766,PR20231113773,2023-11-13,Spillage,144.05,No,16056.03
WS007777,PR20231114231,2023-11-14,Expired Stock,424.29,No,61169.99
WS007781,PR20231114841,2023-11-14,Processing Waste,71.84,No,7253.98
WS007782,PR20231114838,2023-11-14,Expired Stock,187.6,Yes,20726.8
WS007785,PR20231115465,2023-11-15,Spillage,175.45,Yes,22894.4
WS007794,PR20231116834,2023-11-16,Quality Rejection,312.48,Yes,36856.73
WS007800,PR20231116975,2023-11-16,Processing Waste,141.84,No,17063.74
WS007802,PR20231117752,2023-11-17,Processing Waste,377.95,Yes,47394.26
WS007805,PR20231117120,2023-11-17,Quality Rejection,207.47,No,27046.73
WS007816,PR20231117900,2023-11-17,Expired Stock,429.03,No,58856.75
WS007828,PR20231119653,2023-11-19,Expired Stock,145.2,No,20299.8
WS007831,PR20231119919,2023-11-19,Processing Waste,346.1,No,48213.66
WS007835,PR20231120813,2023-11-20,Spillage,479.87,No,61408.42
WS007850,PR20231121276,2023-11-21,Quality Rejection,442.59,Yes,39778.92
WS007857,PR20231122207,2023-11-22,Spillage,262.59,No,31259.05
WS007859,PR20231122353,2023-11-22,Expired Stock,47.86,Yes,6667.35
WS007884,PR20231124983,2023-11-24,Processing Waste,124.89,Yes,16315.36
WS007886,PR20231124778,2023-11-24,Processing Waste,479.48,No,56754.04
WS007891,PR20231125592,2023-11-25,Expired Stock,451.87,No,57734.77
WS007892,PR20231125344,2023-11-25,Expired Stock,177.59,No,24353.08
WS007902,PR20231126261,2023-11-26,Spillage,175.79,Yes,16034.57
WS007903,PR20231126725,2023-11-26,Processing Waste,205.38,No,26151.67
WS007905,PR20231126870,2023-11-26,Quality Rejection,159.11,Yes,22106.5
WS007908,PR20231126177,2023-11-26,Quality Rejection,181.21,No,21508.13
WS007913,PR20231126290,2023-11-26,Processing Waste,166.08,No,21707.6
WS007916,PR20231127456,2023-11-27,Expired Stock,128.33,No,14491.09
WS007922,PR20231127999,2023-11-27,Quality Rejection,102.51,No,12557.77
WS007926,PR20231128624,2023-11-28,Expired Stock,185.64,No,17206.32
WS007930,PR20231128893,2023-11-28,Spillage,290.69,Yes,41137.04
WS007936,PR20231128381,2023-11-28,Spillage,237.19,No,26198.96
WS007940,PR20231129972,2023-11-29,Spillage,220.11,No,30119.01
WS007941,PR20231129222,2023-11-29,Quality Rejection,86.73,Yes,12153.03
WS007945,PR20231129296,2023-11-29,Quality Rejection,71.63,No,6606.88
WS007946,PR20231129128,2023-11-29,Expired Stock,138.73,No,15772.85
WS007948,PR20231129777,2023-11-29,Quality Rejection,385.07,Yes,51121.92
WS007949,PR20231129342,2023-11-29,Spillage,100.29,No,9271.84
WS007962,PR20231201891,2023-12-01,Processing Waste,384.03,No,44851.19
WS007970,PR20231201544,2023-12-01,Spillage,106.56,No,15502.21
WS007971,PR20231202969,2023-12-02,Spillage,243.66,No,25612.5
WS007972,PR20231202539,2023-12-02,Quality Rejection,151.62,No,16101.73
WS007973,PR20231202331,2023-12-02,Processing Waste,376.34,Yes,45812.96
WS007983,PR20231203554,2023-12-03,Quality Rejection,228.26,Yes,28178.75
WS007987,PR20231203563,2023-12-03,Quality Rejection,205.39,Yes,25880.84
WS008005,PR20231204332,2023-12-04,Spillage,69.66,Yes,6407.57
WS008011,PR20231205633,2023-12-05,Expired Stock,91.52,No,11178.13
WS008012,PR20231205721,2023-12-05,Quality Rejection,261.91,No,28660.05
WS008013,PR20231205900,2023-12-05,Expired Stock,88.82,No,7187.1
WS008016,PR20231206817,2023-12-06,Quality Rejection,351.49,Yes,52544.0
WS008022,PR20231206416,2023-12-06,Spillage,538.91,Yes,46936.2
WS008024,PR20231206357,2023-12-06,Spillage,449.6,No,41422.74
WS008025,PR20231206151,2023-12-06,Quality Rejection,489.0,No,68336.99
WS008032,PR20231207256,2023-12-07,Processing Waste,128.25,No,12390.01
WS008060,PR20231209670,2023-12-09,Spillage,126.54,Yes,14542.44
WS008064,PR20231210457,2023-12-10,Expired Stock,120.87,No,14966.84
WS008070,PR20231210428,2023-12-10,Spillage,308.46,Yes,32868.73
WS008075,PR20231211325,2023-12-11,Expired Stock,248.28,Yes,37069.85
WS008078,PR20231211690,2023-12-11,Quality Rejection,180.43,No,23667.48
WS008079,PR20231211821,2023-12-11,Processing Waste,434.76,No,54979.27
WS008089,PR20231212346,2023-12-12,Expired Stock,146.78,Yes,13966.55
WS008111,PR20231213656,2023-12-13,Processing Waste,293.31,Yes,42204.59
WS008112,PR20231213527,2023-12-13,Expired Stock,460.97,No,52395.56
WS008115,PR20231213951,2023-12-13,Spillage,363.75,No,37984.94
WS008129,PR20231214694,2023-12-14,Processing Waste,286.62,Yes,28053.78
WS008138,PR20231215543,2023-12-15,Processing Waste,380.9,No,39672.19
WS008145,PR20231216344,2023-12-16,Processing Waste,459.29,No,45831.26
WS008176,PR20231218675,2023-12-18,Processing Waste,361.86,Yes,43861.92
WS008181,PR20231219190,2023-12-19,Expired Stock,217.47,No,21276.12
WS008186,PR20231219615,2023-12-19,Processing Waste,505.82,No,58541.11
WS008193,PR20231220700,2023-12-20,Spillage,159.2,No,23457.51
WS008197,PR20231220883,2023-12-20,Expired Stock,264.91,No,36292.54
WS008205,PR20231221977,2023-12-21,Quality Rejection,121.58,No,14777.74
WS008212,PR20231222498,2023-12-22,Processing Waste,116.95,Yes,16825.02
WS008237,PR20231224267,2023-12-24,Quality Rejection,148.17,No,16761.46
WS008240,PR20231224394,2023-12-24,Processing Waste,403.21,No,46999.22
WS008241,PR20231224985,2023-12-24,Expired Stock,131.64,Yes,19276.4
WS008248,PR20231225293,2023-12-25,Processing Waste,35.27,Yes,3043.58
WS008259,PR20231226300,2023-12-26,Expired Stock,104.69,No,12764.56
WS008265,PR20231226330,2023-12-26,Quality Rejection,454.26,Yes,65679.68
WS008268,PR20231226883,2023-12-26,Expired Stock,173.78,No,22924.74
WS008273,PR20231227971,2023-12-27,Quality Rejection,258.55,No,33116.72
WS008280,PR20231227647,2023-12-27,Processing Waste,153.83,Yes,15966.37
WS008281,PR20231227403,2023-12-27,Spillage,192.97,Yes,20133.57
WS008289,PR20231228375,2023-12-28,Processing Waste,138.55,Yes,20462.8
WS008295,PR20231228257,2023-12-28,Quality Rejection,197.11,No,18713.69
WS008304,PR20231229953,2023-12-29,Expired Stock,210.0,Yes,31391.34
WS008306,PR20231229271,2023-12-29,Spillage,434.94,Yes,47754.74
WS008313,PR20231230593,2023-12-30,Processing Waste,145.76,Yes,12073.3
WS008315,PR20231230327,2023-12-30,Processing Waste,348.6,No,46921.03
WS008319,PR20231231195,2023-12-31,Processing Waste,90.15,No,7227.08
WS008339,PR20240102120,2024-01-02,Quality Rejection,185.63,No,23523.29
WS008344,PR20240102178,2024-01-02,Quality Rejection,563.42,No,79761.99
WS008350,PR20240103257,2024-01-03,Expired Stock,176.44,No,24169.4
WS008363,PR20240104657,2024-01-04,Expired Stock,164.79,Yes,16010.56
WS008372,PR20240105730,2024-01-05,Processing Waste,65.56,No,6078.35
WS008396,PR20240107144,2024-01-07,Spillage,640.43,Yes,92924.48
WS008402,PR20240108225,2024-01-08,Quality Rejection,122.57,Yes,13837.64
WS008405,PR20240108452,2024-01-08,Expired Stock,109.21,Yes,13719.48
WS008408,PR20240108316,2024-01-08,Expired Stock,142.05,No,14154.24
WS008433,PR20240111223,2024-01-11,Quality Rejection,333.85,Yes,48841.61
WS008437,PR20240111241,2024-01-11,Processing Waste,160.47,No,15480.65
WS008441,PR20240111268,2024-01-11,Processing Waste,177.72,No,23004.29
WS008442,PR20240111811,2024-01-11,Expired Stock,203.86,No,22986.3
WS008447,PR20240112131,2024-01-12,Quality Rejection,523.61,Yes,50467.97
WS008455,PR20240113236,2024-01-13,Quality Rejection,152.88,Yes,21934.91
WS008462,PR20240113429,2024-01-13,Processing Waste,310.43,No,40019.56
WS008473,PR20240114225,2024-01-14,Processing Waste,65.85,Yes,9413.48
WS008480,PR20240115431,2024-01-15,Expired Stock,216.33,No,20509.03
WS008481,PR20240115797,2024-01-15,Processing Waste,319.78,Yes,46238.9
WS008489,PR20240115592,2024-01-15,Quality Rejection,170.26,Yes,20939.87
WS008491,PR20240116981,2024-01-16,Spillage,546.82,Yes,61098.06
WS008494,PR20240116630,2024-01-16,Processing Waste,111.42,No,11063.52
WS008501,PR20240116336,2024-01-16,Spillage,259.58,Yes,34988.67
WS008502,PR20240116433,2024-01-16,Expired Stock,161.97,No,14940.65
WS008507,PR20240117415,2024-01-17,Processing Waste,192.21,Yes,17134.18
WS008521,PR20240118731,2024-01-18,Expired Stock,102.58,Yes,8458.2
WS008526,PR20240119627,2024-01-19,Expired Stock,179.37,Yes,25755.04
WS008535,PR20240119440,2024-01-19,Spillage,505.75,Yes,43066.26
WS008550,PR20240120492,2024-01-20,Processing Waste,363.31,No,31705.64
WS008563,PR20240122323,2024-01-22,Processing Waste,93.73,Yes,11503.2
WS008565,PR20240122821,2024-01-22,Expired Stock,419.12,No,36282.58
WS008576,PR20240122362,2024-01-22,Expired Stock,134.66,Yes,13757.63
WS008580,PR20240123443,2024-01-23,Spillage,120.39,No,12439.1
WS008582,PR20240123935,2024-01-23,Expired Stock,451.36,Yes,47281.13
WS008591,PR20240124762,2024-01-24,Spillage,289.29,No,23742.96
WS008593,PR20240124922,2024-01-24,Quality Rejection,364.56,No,46004.37
WS008595,PR20240124507,2024-01-24,Spillage,129.17,No,14419.09
WS008597,PR20240124249,2024-01-24,Spillage,247.24,No,25736.52
WS008602,PR20240124445,2024-01-24,Quality Rejection,272.57,No,22183.13
WS008614,PR20240125671,2024-01-25,Processing Waste,558.92,No,59238.19
WS008620,PR20240126322,2024-01-26,Expired Stock,205.46,No,25197.26
WS008631,PR20240126700,2024-01-26,Quality Rejection,296.39,Yes,32029.31
WS008636,PR20240127955,2024-01-27,Quality Rejection,453.0,Yes,47750.16
WS008644,PR20240127553,2024-01-27,Processing Waste,302.61,No,40924.66
WS008649,PR20240128715,2024-01-28,Spillage,484.4,Yes,48339.72
WS008661,PR20240129413,2024-01-29,Expired Stock,54.82,Yes,5994.23
WS008667,PR20240129160,2024-01-29,Expired Stock,281.69,No,23731.49
WS008672,PR20240130873,2024-01-30,Quality Rejection,126.28,Yes,11642.87
WS008681,PR20240130236,2024-01-30,Processing Waste,118.53,No,17242.19
WS008689,PR20240131786,2024-01-31,Processing Waste,303.56,Yes,32750.75
WS008700,PR20240201943,2024-02-01,Expired Stock,259.41,Yes,31075.89
WS008708,PR20240202623,2024-02-02,Spillage,257.9,Yes,23238.27
WS008720,PR20240203571,2024-02-03,Processing Waste,204.33,Yes,25269.93
WS008725,PR20240203219,2024-02-03,Processing Waste,154.39,Yes,17087.89
WS008744,PR20240205691,2024-02-05,Quality Rejection,269.59,No,24953.71
WS008747,PR20240205678,2024-02-05,Quality Rejection,132.44,No,11179.37
WS008753,PR20240206462,2024-02-06,Quality Rejection,157.57,No,18410.6
WS008760,PR20240206508,2024-02-06,Expired Stock,83.27,Yes,10855.56
WS008761,PR20240206978,2024-02-06,Quality Rejection,481.83,No,67533.18
WS008769,PR20240207317,2024-02-07,Processing Waste,312.74,Yes,33291.18
WS008777,PR20240208272,2024-02-08,Spillage,233.82,Yes,20205.69
WS008781,PR20240209107,2024-02-09,Spillage,428.73,Yes,63739.07
WS008784,PR20240209322,2024-02-09,Spillage,321.86,Yes,40668.31
WS008793,PR20240210673,2024-02-10,Expired Stock,188.58,No,24415.13
WS008794,PR20240210734,2024-02-10,Spillage,171.58,Yes,23962.18
WS008807,PR20240211966,2024-02-11,Expired Stock,117.85,No,16056.27
WS008829,PR20240213368,2024-02-13,Processing Waste,328.09,Yes,30155.29
WS008834,PR20240214168,2024-02-14,Expired Stock,106.66,No,15190.06
WS008845,PR20240215687,2024-02-15,Expired Stock,227.35,Yes,31100.46
WS008868,PR20240217268,2024-02-17,Processing Waste,209.6,No,30515.64
WS008870,PR20240217676,2024-02-17,Spillage,654.21,Yes,71268.21
WS008892,PR20240218546,2024-02-18,Quality Rejection,90.64,Yes,11267.1
WS008922,PR20240221754,2024-02-21,Expired Stock,65.65,Yes,7811.76
WS008928,PR20240222555,2024-02-22,Expired Stock,370.86,No,50604.07
WS008947,PR20240224518,2024-02-24,Spillage,124.32,No,15182.93
WS008960,PR20240226264,2024-02-26,Expired Stock,266.64,No,29203.08
WS008965,PR20240226145,2024-02-26,Expired Stock,199.19,No,26913.82
WS008979,PR20240227869,2024-02-27,Quality Rejection,113.12,No,9868.13
WS008985,PR20240228701,2024-02-28,Processing Waste,131.94,No,13976.86
WS008992,PR20240228881,2024-02-28,Spillage,252.64,Yes,36659.71
WS008998,PR20240229168,2024-02-29,Expired Stock,155.26,Yes,22785.56
WS009007,PR20240229312,2024-02-29,Processing Waste,50.46,Yes,5248.26
WS009009,PR20240301288,2024-03-01,Quality Rejection,382.46,Yes,33970.04
WS009017,PR20240301395,2024-03-01,Spillage,95.81,Yes,13377.2
WS009022,PR20240302766,2024-03-02,Expired Stock,507.5,Yes,50621.76
WS009044,PR20240303489,2024-03-03,Quality Rejection,174.17,No,20091.52
WS009046,PR20240304562,2024-03-04,Spillage,379.17,No,34364.67
WS009050,PR20240304180,2024-03-04,Spillage,275.6,No,23463.29
WS009054,PR20240304706,2024-03-04,Spillage,300.59,Yes,28065.94
WS009056,PR20240305853,2024-03-05,Quality Rejection,265.21,Yes,27370.74
WS009070,PR20240306729,2024-03-06,Spillage,236.67,Yes,23326.49
WS009079,PR20240307551,2024-03-07,Processing Waste,258.78,Yes,30362.51
WS009081,PR20240307387,2024-03-07,Processing Waste,195.66,No,20057.08
WS009083,PR20240307928,2024-03-07,Quality Rejection,396.3,No,39909.04
WS009093,PR20240308521,2024-03-08,Quality Rejection,189.14,No,23501.64
WS009099,PR20240308183,2024-03-08,Quality Rejection,198.62,Yes,27830.4
WS009103,PR20240309149,2024-03-09,Spillage,55.46,No,6755.51
WS009108,PR20240309669,2024-03-09,Expired Stock,189.39,No,20682.31
WS009111,PR20240309785,2024-03-09,Quality Rejection,238.97,Yes,21675.01
WS009122,PR20240311352,2024-03-11,Quality Rejection,217.43,No,19185.97
WS009123,PR20240311364,2024-03-11,Spillage,316.02,No,35185.92
WS009126,PR20240311172,2024-03-11,Expired Stock,240.2,Yes,20524.22
WS009157,PR20240314453,2024-03-14,Processing Waste,154.94,No,14953.73
WS009159,PR20240314761,2024-03-14,Spillage,168.88,Yes,19253.72
WS009164,PR20240314807,2024-03-14,Processing Waste,238.25,No,33226.93
WS009165,PR20240314324,2024-03-14,Quality Rejection,207.52,No,20370.96
WS009166,PR20240314109,2024-03-14,Spillage,508.44,No,41637.76
WS009174,PR20240315107,2024-03-15,Spillage,88.04,Yes,10256.07
WS009176,PR20240316883,2024-03-16,Processing Waste,502.36,No,49538.44
WS009182,PR20240316823,2024-03-16,Processing Waste,212.28,No,31469.27
WS009185,PR20240317198,2024-03-17,Expired Stock,236.07,Yes,19918.55
WS009188,PR20240317141,2024-03-17,Spillage,202.59,No,23775.22
WS009190,PR20240317645,2024-03-17,Processing Waste,82.43,Yes,10590.49
WS009203,PR20240318417,2024-03-18,Expired Stock,255.23,No,33098.37
WS009205,PR20240318986,2024-03-18,Quality Rejection,126.87,Yes,13879.28
WS009206,PR20240318675,2024-03-18,Processing Waste,587.18,No,55634.11
WS009211,PR20240318481,2024-03-18,Quality Rejection,152.63,Yes,22704.46
WS009212,PR20240318831,2024-03-18,Quality Rejection,40.36,Yes,5738.27
WS009217,PR20240319404,2024-03-19,Spillage,475.15,Yes,54230.8
WS009226,PR20240320787,2024-03-20,Quality Rejection,409.65,No,35785.14
WS009228,PR20240320763,2024-03-20,Spillage,303.29,No,40902.65
WS009233,PR20240320663,2024-03-20,Spillage,70.39,Yes,8081.26
WS009253,PR20240322647,2024-03-22,Expired Stock,226.21,No,33157.85
WS009256,PR20240322838,2024-03-22,Expired Stock,220.24,Yes,27742.87
WS009262,PR20240322754,2024-03-22,Spillage,88.86,No,9677.06
WS009269,PR20240323674,2024-03-23,Expired Stock,138.33,No,13814.79
WS009288,PR20240325677,2024-03-25,Spillage,438.48,Yes,61516.67
WS009300,PR20240326286,2024-03-26,Processing Waste,271.63,Yes,28235.18
WS009302,PR20240326492,2024-03-26,Processing Waste,378.35,No,32182.38
WS009306,PR20240327179,2024-03-27,Spillage,265.92,No,35524.81
WS009307,PR20240327280,2024-03-27,Processing Waste,398.7,No,40792.81
WS009314,PR20240327592,2024-03-27,Spillage,244.97,No,24283.75
WS009319,PR20240328252,2024-03-28,Spillage,375.65,Yes,53164.79
WS009329,PR20240329789,2024-03-29,Processing Waste,383.39,No,41741.36
WS009336,PR20240329797,2024-03-29,Expired Stock,128.46,No,12043.24
WS009340,PR20240329899,2024-03-29,Expired Stock,84.73,Yes,9406.0
WS009342,PR20240330682,2024-03-30,Expired Stock,178.1,No,24708.4
WS009346,PR20240330293,2024-03-30,Quality Rejection,89.73,Yes,11921.93
WS009347,PR20240330174,2024-03-30,Quality Rejection,258.31,No,32137.98
WS009349,PR20240330992,2024-03-30,Expired Stock,100.9,Yes,10317.99
WS009361,PR20240331287,2024-03-31,Quality Rejection,371.29,Yes,36838.43
WS009362,PR20240331120,2024-03-31,Quality Rejection,186.44,Yes,27511.72
WS009368,PR20240401406,2024-04-01,Expired Stock,476.41,No,38169.91
WS009379,PR20240401991,2024-04-01,Processing Waste,357.47,No,41997.38
WS009388,PR20240402231,2024-04-02,Processing Waste,381.22,Yes,37853.59
WS009394,PR20240402853,2024-04-02,Quality Rejection,179.9,Yes,20141.65
WS009395,PR20240402155,2024-04-02,Quality Rejection,258.96,No,36121.6
WS009406,PR20240404691,2024-04-04,Processing Waste,251.16,Yes,30597.15
WS009427,PR20240405741,2024-04-05,Expired Stock,400.23,No,59446.21
WS009435,PR20240406781,2024-04-06,Processing Waste,218.99,Yes,25490.99
WS009436,PR20240406391,2024-04-06,Quality Rejection,368.16,No,34309.3
WS009452,PR20240408436,2024-04-08,Quality Rejection,257.67,Yes,21771.17
WS009453,PR20240408145,2024-04-08,Quality Rejection,207.48,No,28156.41
WS009455,PR20240408986,2024-04-08,Quality Rejection,46.33,No,6457.91
WS009469,PR20240409771,2024-04-09,Spillage,129.33,Yes,11938.24
WS009470,PR20240409679,2024-04-09,Quality Rejection,248.57,Yes,22055.4
WS009474,PR20240409351,2024-04-09,Processing Waste,180.34,Yes,18148.88
WS009479,PR20240409271,2024-04-09,Expired Stock,90.1,Yes,11308.52
WS009484,PR20240410843,2024-04-10,Quality Rejection,70.5,No,8475.76
WS009488,PR20240410970,2024-04-10,Spillage,292.22,Yes,40793.5
WS009499,PR20240411559,2024-04-11,Expired Stock,501.23,No,50726.81
WS009508,PR20240412192,2024-04-12,Quality Rejection,363.01,No,48863.89
WS009510,PR20240412435,2024-04-12,Quality Rejection,620.84,Yes,61146.1
WS009513,PR20240412457,2024-04-12,Expired Stock,289.51,Yes,27868.0
WS009516,PR20240413119,2024-04-13,Processing Waste,96.23,Yes,10944.09
WS009517,PR20240413313,2024-04-13,Spillage,287.7,Yes,27333.19
WS009519,PR20240413336,2024-04-13,Expired Stock,110.6,No,11741.89
WS009523,PR20240413915,2024-04-13,Spillage,196.73,No,21000.15
WS009525,PR20240414321,2024-04-14,Quality Rejection,571.37,No,75462.6
WS009526,PR20240414784,2024-04-14,Quality Rejection,113.13,No,11624.5
WS009531,PR20240414406,2024-04-14,Quality Rejection,274.53,Yes,39043.4
WS009532,PR20240414986,2024-04-14,Quality Rejection,201.56,No,21170.07
WS009539,PR20240415325,2024-04-15,Expired Stock,236.82,No,29948.58
WS009546,PR20240415684,2024-04-15,Processing Waste,182.49,Yes,24033.72
WS009552,PR20240416542,2024-04-16,Quality Rejection,113.19,No,16425.05
WS009563,PR20240417322,2024-04-17,Spillage,349.27,No,36607.49
WS009572,PR20240418406,2024-04-18,Spillage,560.1,Yes,76010.15
WS009587,PR20240419992,2024-04-19,Spillage,392.56,No,56615.82
